year,sample_date,date,event_m,rank,mark,time_s,athlete,dob,country,position,age,venue,score,frac,frac_year,range,ratio
2004,1-Jan,18-Apr,Marathon,6,2:06:48,7608,Sammy Kipchoge KORIR,12-Dec-71,KEN,2,32.37260274,London (GBR),1189,0.297222222,2004.297222,,
2004,1-Jan,26-Sep,Marathon,7,2:06:49,7609,Joseph RIRI,1973,KEN,2,99.40547945,Berlin (GER),1188,0.736111111,2004.736111,,
2004,1-Jan,18-Apr,Marathon,8,2:07:02,7622,Jaouad GHARIB,22-May-72,MAR,3,31.92876712,London (GBR),1184,0.297222222,2004.297222,,
2004,1-Jan,26-Sep,Marathon,9,2:07:05,7625,Joshua CHELANGA,7-Apr-73,KEN,3,31.49315068,Berlin (GER),1184,0.736111111,2004.736111,,
2004,1-Jan,14-Mar,Marathon,10,2:07:06,7626,Gert THYS,12-Nov-71,RSA,1,32.35890411,Seoul (KOR),1183,0.202777778,2004.202778,,
2004,1-Jan,7-Mar,Marathon,11,2:07:42,7662,José RÍOS,15-Mar-74,ESP,1,30,Otsu (JPN),1172,0.183333333,2004.183333,,
2004,1-Jan,14-Mar,Marathon,12,2:07:43,7663,William KIPSANG,26-Jun-77,KEN,2,26.73424658,Seoul (KOR),1172,0.202777778,2004.202778,,
2004,1-Jan,10-Oct,Marathon,13,2:07:44,7664,Daniel NJENGA,7-May-76,KEN,2,28.44657534,"Chicago, IL (USA)",1172,0.775,2004.775,,
2004,1-Jan,10-Oct,Marathon,14,2:07:50,7670,Toshinari TAKAOKA,24-Sep-70,JPN,3,34.06849315,"Chicago, IL (USA)",1170,0.775,2004.775,,
2004,1-Jan,14-Mar,Marathon,15,2:08:10,7690,Mbarak HUSSEIN,4-Apr-65,USA,3,38.96986301,Seoul (KOR),1164,0.202777778,2004.202778,,
2004,1-Jan,14-Mar,Marathon,16,2:08:11,7691,Teferi WODAJO,27-Jan-82,ETH,4,22.14246575,Seoul (KOR),1163,0.202777778,2004.202778,,
2004,1-Jan,14-Mar,Marathon,17,2:08:15,7695,Bong-ju LEE,11-Oct-70,KOR,5,33.44657534,Seoul (KOR),1162,0.202777778,2004.202778,,
2004,1-Jan,7-Mar,Marathon,18,2:08:18,7698,Tadayuki OJIMA,22-Nov-76,JPN,2,27.30684932,Otsu (JPN),1161,0.183333333,2004.183333,,
2004,1-Jan,10-Oct,Marathon,19,2:08:27,7707,Jimmy Mwangangi MUINDI,14-Aug-73,KEN,4,31.17808219,"Chicago, IL (USA)",1158,0.775,2004.775,,
2004,1-Jan,7-Mar,Marathon,20,2:08:33,7713,Wilson ONSARE,15-Jun-76,KEN,3,27.74520548,Otsu (JPN),1157,0.183333333,2004.183333,,
2004,1-Jan,16-May,Marathon,21,2:08:35,7715,Samson KANDIE,20-Apr-71,KEN,1,33.09589041,Wien (AUT),1156,0.375,2004.375,,
2004,1-Jan,7-Mar,Marathon,22,2:08:36,7716,Atsushi SATO,8-May-78,JPN,4,25.84931507,Otsu (JPN),1156,0.183333333,2004.183333,,
2004,1-Jan,18-Apr,Marathon,23,2:08:37,7717,Stefano BALDINI,25-May-71,ITA,4,32.92328767,London (GBR),1155,0.297222222,2004.297222,,
2004,1-Jan,18-Apr,Marathon,24,2:08:38,7718,Fredrick CHERONO,23-Nov-77,KEN,1,26.41917808,Torino (ITA),1155,0.297222222,2004.297222,,
2004,1-Jan,28-Nov,Marathon,24,2:08:38,7718,Daniel Kiplagat CHERIBO,1981,KEN,1,99.55616438,Milano (ITA),1155,0.908333333,2004.908333,,
2004,1-Jan,17-Oct,Marathon,26,2:08:41,7721,William KIPSANG,26-Jun-77,KEN,2,27.32876712,Amsterdam (NED),1154,0.794444444,2004.794444,,
2004,1-Jan,8-Feb,Marathon,27,2:08:43,7723,Daniel NJENGA,7-May-76,KEN,1,27.77534247,Tokyo (JPN),1153,0.102777778,2004.102778,,
2004,1-Jan,10-Oct,Marathon,28,2:08:44,7724,Khalid KHANNOUCHI,22-Dec-71,USA,5,32.82465753,"Chicago, IL (USA)",1153,0.775,2004.775,,
2004,1-Jan,8-Feb,Marathon,29,2:08:46,7726,Satoshi OSAKI,4-Jun-76,JPN,2,27.69863014,Tokyo (JPN),1153,0.102777778,2004.102778,,
2004,1-Jan,10-Oct,Marathon,30,2:08:48,7728,Marilson GOMES DOS SANTOS,6-Aug-77,BRA,6,27.19726027,"Chicago, IL (USA)",1152,0.775,2004.775,,
2004,1-Jan,26-Sep,Marathon,31,2:08:53,7733,Wilson ONSARE,15-Jun-76,KEN,4,28.30136986,Berlin (GER),1150,0.736111111,2004.736111,,
2004,1-Jan,14-Mar,Marathon,32,2:08:54,7734,Young-joon JI,15-Oct-81,KOR,6,22.42739726,Seoul (KOR),1150,0.202777778,2004.202778,,
2004,1-Jan,7-Mar,Marathon,33,2:08:56,7736,Kazutoshi TAKATSUKA,8-Aug-76,JPN,5,27.59726027,Otsu (JPN),1150,0.183333333,2004.183333,,
2004,1-Jan,4-Apr,Marathon,33,2:08:56,7736,Ambesse TOLOSSA,28-Aug-77,ETH,1,26.61917808,Paris (FRA),1150,0.258333333,2004.258333,,
2004,1-Jan,4-Apr,Marathon,35,2:09:07,7747,Michael Kosgei ROTICH,29-Oct-82,KEN,2,21.44657534,Rotterdam (NED),1146,0.258333333,2004.258333,,
2004,1-Jan,18-Apr,Marathon,35,2:09:07,7747,Tesfaye TOLA,19-Oct-74,ETH,5,29.51780822,London (GBR),1146,0.297222222,2004.297222,,
2004,1-Jan,26-Sep,Marathon,37,2:09:08,7748,Luís JESUS,19-Nov-68,POR,5,35.87671233,Berlin (GER),1146,0.736111111,2004.736111,,
2004,1-Jan,31-Oct,Marathon,38,2:09:10,7750,Boaz KIMAIYO,10-Dec-76,KEN,1,27.90958904,Frankfurt (GER),1145,0.833333333,2004.833333,,
2004,1-Jan,5-Dec,Marathon,38,2:09:10,7750,Tsuyoshi OGATA,11-May-73,JPN,1,31.59178082,Fukuoka (JPN),1145,0.927777778,2004.927778,,
2004,1-Jan,10-Oct,Marathon,40,2:09:20,7760,Willy CHERUIYOT,2-Aug-74,KEN,1,30.2109589,Eindhoven (NED),1142,0.775,2004.775,,
2004,1-Jan,10-Oct,Marathon,41,2:09:21,7761,Stephen KIOGORA,10-Nov-74,KEN,7,29.9369863,"Chicago, IL (USA)",1142,0.775,2004.775,,
2004,1-Jan,28-Nov,Marathon,42,2:09:23,7763,Benjamin KIPCHUMBA,1976,KEN,2,99.56986301,Milano (ITA),1141,0.908333333,2004.908333,,
2004,1-Jan,7-Mar,Marathon,43,2:09:25,7765,Yuko MATSUMIYA,21-Feb-80,JPN,6,24.05753425,Otsu (JPN),1141,0.183333333,2004.183333,,
2004,1-Jan,8-Feb,Marathon,44,2:09:27,7767,Benedict Muli KIMONDIU,30-Nov-77,KEN,3,26.20821918,Tokyo (JPN),1140,0.102777778,2004.102778,,
2004,1-Jan,8-Feb,Marathon,45,2:09:28,7768,Yokinobu NAKAZAKI,4-Apr-79,JPN,4,24.86575342,Tokyo (JPN),1140,0.102777778,2004.102778,,
2004,1-Jan,18-Apr,Marathon,46,2:09:29,7769,Alberico DI CECCO,19-Apr-74,ITA,2,30.01917808,Torino (ITA),1139,0.297222222,2004.297222,,
2004,1-Jan,26-Sep,Marathon,47,2:09:32,7772,Shin-ichi WATANABE,16-Nov-76,JPN,6,27.87945205,Berlin (GER),1139,0.736111111,2004.736111,,
2004,1-Jan,7-Nov,Marathon,48,2:09:34,7774,Pavel LOSKUTOV,2-Dec-69,EST,1,34.95616438,Seoul (KOR),1138,0.85,2004.85,,
2004,1-Jan,18-Apr,Marathon,49,2:09:35,7775,Benoit ZWIERZCHLEWSKI,19-Aug-76,FRA,6,27.68219178,London (GBR),1138,0.297222222,2004.297222,,
2004,1-Jan,18-Apr,Marathon,50,2:09:39,7779,Vanderlei Cordeiro DE LIMA,11-Aug-69,BRA,1,34.70958904,Hamburg (GER),1136,0.297222222,2004.297222,,
2004,1-Jan,26-Sep,Marathon,51,2:09:41,7781,Luis NOVO,29-May-70,POR,7,34.35342466,Berlin (GER),1136,0.736111111,2004.736111,,
2004,1-Jan,18-Apr,Marathon,52,2:09:42,7782,Abdelkader EL MOUAZIZ,1969,MAR,7,98.97534247,London (GBR),1136,0.297222222,2004.297222,,
2004,1-Jan,8-Feb,Marathon,53,2:09:43,7783,Tomoyuki SATO,31-Jan-81,JPN,5,23.03561644,Tokyo (JPN),1135,0.102777778,2004.102778,,
2004,1-Jan,26-Sep,Marathon,54,2:09:47,7787,Gashaw MELESE ASFAW,26-Sep-78,ETH,8,26.01917808,Berlin (GER),1134,0.736111111,2004.736111,,
2004,1-Jan,7-Nov,Marathon,55,2:09:52,7792,Andrew SAMBU,5-Oct-72,TAN,2,32.11232877,Seoul (KOR),1133,0.85,2004.85,,
2004,1-Jan,7-Mar,Marathon,56,2:09:55,7795,Shin-ichi WATANABE,16-Nov-76,JPN,7,27.32328767,Otsu (JPN),1132,0.183333333,2004.183333,,
2004,1-Jan,4-Apr,Marathon,56,2:09:55,7795,Viktor RÖTHLIN,14-Oct-74,SUI,1,29.49315068,Zürich (SUI),1132,0.258333333,2004.258333,,
2004,1-Jan,7-Nov,Marathon,56,2:09:55,7795,Mbarak HUSSEIN,4-Apr-65,USA,3,39.62191781,Seoul (KOR),1132,0.85,2004.85,,
2004,1-Jan,18-Apr,Marathon,59,2:09:58,7798,Lee TROOP,22-Mar-73,AUS,8,31.09589041,London (GBR),1131,0.297222222,2004.297222,,
2004,1-Jan,7-Mar,Marathon,60,2:10:07,7807,Muneyuki OJIMA,25-Sep-75,JPN,8,28.46849315,Otsu (JPN),1128,0.183333333,2004.183333,,
2004,1-Jan,10-Oct,Marathon,60,2:10:07,7807,Philip SINGOEI,31-Dec-75,KEN,2,28.79726027,Eindhoven (NED),1128,0.775,2004.775,,
2004,1-Jan,4-Apr,Marathon,62,2:10:08,7808,Raymond Kipkoech CHEMWELO,19-Jul-78,KEN,2,25.72876712,Paris (FRA),1128,0.258333333,2004.258333,,
2004,1-Jan,17-Oct,Marathon,63,2:10:10,7810,El Hassan LAHSSINI,1-Jan-75,FRA,3,29.81369863,Amsterdam (NED),1127,0.794444444,2004.794444,,
2004,1-Jan,28-Mar,Marathon,64,2:10:12,7812,Ruggero PERTILE,8-Aug-74,ITA,1,29.65753425,Roma (ITA),1127,0.241666667,2004.241667,,
2004,1-Jan,18-Apr,Marathon,65,2:10:13,7813,John Yuda MSURI,9-Jun-79,TAN,9,24.87671233,London (GBR),1126,0.297222222,2004.297222,,
2004,1-Jan,25-Apr,Marathon,66,2:10:16,7816,Christopher CHEBOIBOCH,3-Mar-77,KEN,1,27.16438356,Leipzig (GER),1125,0.316666667,2004.316667,,
2004,1-Jan,10-Oct,Marathon,67,2:10:19,7819,Barnabas KOECH,1978,KEN,3,99.43013699,Eindhoven (NED),1124,0.775,2004.775,,
2004,1-Jan,12-Sep,Marathon,68,2:10:22,7822,James ROTICH,22-Dec-78,KEN,1,25.74246575,Köln (GER),1124,0.697222222,2004.697222,,
2004,1-Jan,12-Sep,Marathon,69,2:10:26,7826,Henry Kosgei CHERONO,17-Jul-78,KEN,2,26.17534247,Köln (GER),1122,0.697222222,2004.697222,,
2004,1-Jan,4-Apr,Marathon,70,2:10:30,7830,Paul Kipkemboi BIWOTT,18-Apr-78,KEN,3,25.98082192,Paris (FRA),1121,0.258333333,2004.258333,,
2004,1-Jan,12-Sep,Marathon,71,2:10:32,7832,Thomas CHEMITEI,22-May-78,KEN,3,26.32876712,Köln (GER),1120,0.697222222,2004.697222,,
2004,1-Jan,11-Jan,Marathon,72,2:10:33,7833,Harun TOROITICH,1978,KEN,1,98.68219178,"Tempe, AZ (USA)",1120,0.027777778,2004.027778,,
2004,1-Jan,16-May,Marathon,72,2:10:33,7833,Girma TOLA,19-Oct-74,ETH,1,29.59452055,Enschede (NED),1120,0.375,2004.375,,
2004,1-Jan,4-Apr,Marathon,74,2:10:36,7836,Gashaw MELESE ASFAW,26-Sep-78,ETH,4,25.53972603,Paris (FRA),1119,0.258333333,2004.258333,,
2004,1-Jan,8-Feb,Marathon,75,2:10:38,7838,Michitaka HOSOKAWA,26-Apr-76,JPN,6,27.80547945,Tokyo (JPN),1119,0.102777778,2004.102778,,
2004,1-Jan,14-Mar,Marathon,75,2:10:38,7838,Samson RAMADHANI,25-Dec-82,TAN,7,21.23287671,Seoul (KOR),1119,0.202777778,2004.202778,,
2004,1-Jan,4-Apr,Marathon,75,2:10:38,7838,Robert Kiprotich CHERUIYOT,20-Dec-74,KEN,5,29.30958904,Paris (FRA),1119,0.258333333,2004.258333,,
2004,1-Jan,12-Sep,Marathon,75,2:10:38,7838,Guta ABIYOTE,10-Oct-85,ETH,4,18.9369863,Köln (GER),1119,0.697222222,2004.697222,,
2004,1-Jan,17-Oct,Marathon,79,2:10:42,7842,James MOIBEN,20-Apr-77,KEN,1,27.51232877,Beijing (CHN),1117,0.794444444,2004.794444,,
2004,1-Jan,7-Nov,Marathon,80,2:10:44,7844,Thomas Nyakundi OMWENGA,22-Nov-79,KEN,4,24.97808219,Seoul (KOR),1117,0.85,2004.85,,
2004,1-Jan,16-May,Marathon,81,2:10:45,7845,Raymond Kipkoech CHEMWELO,19-Jul-78,KEN,2,25.84383562,Wien (AUT),1117,0.375,2004.375,,
2004,1-Jan,14-Mar,Marathon,82,2:10:47,7847,Hosea KIMUTAI KIPTANUI,1978,KEN,1,98.85479452,Brescia (ITA),1116,0.202777778,2004.202778,,
2004,1-Jan,18-Jan,Marathon,83,2:10:49,7849,Khalid BOUMELILI,10-Apr-78,MAR,1,25.79178082,Marrakech (MAR),1115,0.047222222,2004.047222,,
2004,1-Jan,28-Nov,Marathon,84,2:10:52,7852,Enock MITEI,26-Nov-80,KEN,3,24.02191781,Milano (ITA),1115,0.908333333,2004.908333,,
2004,1-Jan,27-Mar,Marathon,85,2:10:54,7854,James MOIBEN,20-Apr-77,KEN,1,26.95342466,Xiamen (CHN),1114,0.238888889,2004.238889,,
2004,1-Jan,29-Aug,Marathon,86,2:10:55,7855,Stefano BALDINI,25-May-71,ITA,1,33.28767123,"Olympic Stadium, Athina (GRE)",1114,0.661111111,2004.661111,,
2004,1-Jan,17-Oct,Marathon,87,2:10:56,7856,Christopher ISEGWE,22-Feb-76,TAN,2,28.67123288,Beijing (CHN),1113,0.794444444,2004.794444,,
2004,1-Jan,5-Dec,Marathon,87,2:10:56,7856,Satoshi OSAKI,4-Jun-76,JPN,2,28.52328767,Fukuoka (JPN),1113,0.927777778,2004.927778,,
2004,1-Jan,18-Apr,Marathon,89,2:10:57,7857,Daniel Kiplagat CHERIBO,1981,KEN,3,98.94246575,Torino (ITA),1113,0.297222222,2004.297222,,
2004,1-Jan,7-Nov,Marathon,89,2:10:57,7857,Luke METTO,1976,KEN,5,99.51232877,Seoul (KOR),1113,0.85,2004.85,,
2004,1-Jan,8-Feb,Marathon,91,2:11:00,7860,James WAINAINA,16-Jun-81,KEN,7,22.6630137,Tokyo (JPN),1112,0.102777778,2004.102778,,
2004,1-Jan,10-Oct,Marathon,91,2:11:00,7860,John Ekiru KELAI,29-Dec-76,KEN,1,27.8,Bruxelles (BEL),1112,0.775,2004.775,,
2004,1-Jan,7-Mar,Marathon,93,2:11:01,7861,Tadakatsu MUKAE,17-Oct-76,JPN,9,27.40547945,Otsu (JPN),1112,0.183333333,2004.183333,,
2004,1-Jan,8-Feb,Marathon,94,2:11:03,7863,Erick WAINAINA,19-Dec-73,KEN,8,30.15890411,Tokyo (JPN),1111,0.102777778,2004.102778,,
2004,1-Jan,14-Mar,Marathon,95,2:11:04,7864,Alberto CHAICA,17-Sep-73,POR,8,30.50958904,Seoul (KOR),1111,0.202777778,2004.202778,,
2004,1-Jan,8-Feb,Marathon,96,2:11:05,7865,Toshiya KATAYAMA,23-Apr-73,JPN,9,30.81643836,Tokyo (JPN),1111,0.102777778,2004.102778,,
2004,1-Jan,11-Jan,Marathon,97,2:11:07,7867,Jomo KORORIA,1980,KEN,2,98.67671233,"Tempe, AZ (USA)",1110,0.027777778,2004.027778,,
2004,1-Jan,25-Apr,Marathon,98,2:11:10,7870,Ernest KIPYEGO,6-Oct-78,KEN,2,25.56986301,Leipzig (GER),1109,0.316666667,2004.316667,,
2004,1-Jan,13-Dec,Marathon,99,2:11:12,7872,Jimmy Mwangangi MUINDI,14-Aug-73,KEN,1,31.35342466,"Honolulu, HI (USA)",1109,0.95,2004.95,,
2004,1-Jan,29-Feb,Marathon,100,2:11:13,7873,Nelson Kiprono LEBO,27-Dec-77,KEN,1,26.19178082,Sevilla (ESP),1108,0.161111111,2004.161111,,
2003,1-Jan,28-Sep,Marathon,1,2:04:55,7495,Paul TERGAT,17-Jun-69,KEN,1,34.30410959,Berlin (GER),1224,0.741666667,2003.741667,310,1.041360907
2003,1-Jan,28-Sep,Marathon,2,2:04:56,7496,Sammy Kipchoge KORIR,12-Dec-71,KEN,2,31.81643836,Berlin (GER),1224,0.741666667,2003.741667,,
2003,1-Jan,12-Oct,Marathon,3,2:05:50,7550,Evans RUTTO,8-Apr-78,KEN,1,25.52876712,"Chicago, IL (USA)",1207,0.780555556,2003.780556,,
2003,1-Jan,28-Sep,Marathon,4,2:06:15,7575,Titus MUNJI,20-Dec-79,KEN,3,23.7890411,Berlin (GER),1199,0.741666667,2003.741667,,
2003,1-Jan,6-Apr,Marathon,5,2:06:33,7593,Michael Kosgei ROTICH,29-Oct-82,KEN,1,20.44931507,Paris (FRA),1193,0.263888889,2003.263889,,
2003,1-Jan,6-Apr,Marathon,6,2:06:36,7596,Benoit ZWIERZCHLEWSKI,19-Aug-76,FRA,2,26.64657534,Paris (FRA),1192,0.263888889,2003.263889,,
2003,1-Jan,19-Oct,Marathon,7,2:06:39,7599,William KIPSANG,26-Jun-77,KEN,1,26.33150685,Amsterdam (NED),1192,0.8,2003.8,,
2003,1-Jan,19-Oct,Marathon,8,2:06:42,7602,Felix LIMO,22-Aug-80,KEN,2,23.17260274,Amsterdam (NED),1191,0.8,2003.8,,
2003,1-Jan,6-Apr,Marathon,9,2:06:47,7607,Wilson ONSARE,15-Jun-76,KEN,3,26.82465753,Paris (FRA),1189,0.263888889,2003.263889,,
2003,1-Jan,6-Apr,Marathon,10,2:06:48,7608,Driss EL HIMER,4-Apr-74,FRA,4,29.02465753,Paris (FRA),1189,0.263888889,2003.263889,,
2003,1-Jan,12-Oct,Marathon,11,2:07:07,7627,Paul KOECH,25-Jun-69,KEN,2,34.32054795,"Chicago, IL (USA)",1183,0.780555556,2003.780556,,
2003,1-Jan,27-Apr,Marathon,12,2:07:27,7647,Julio REY,13-Jan-72,ESP,1,31.30684932,Hamburg (GER),1177,0.322222222,2003.322222,,
2003,1-Jan,2-Mar,Marathon,13,2:07:39,7659,Japheth KOSGEI,20-Dec-68,KEN,1,34.21917808,Otsu (JPN),1173,0.169444444,2003.169444,,
2003,1-Jan,19-Oct,Marathon,13,2:07:39,7659,Benjamin KOSKEI,5-Sep-71,KEN,3,32.14246575,Amsterdam (NED),1173,0.8,2003.8,,
2003,1-Jan,12-Oct,Marathon,15,2:07:41,7661,Daniel NJENGA,7-May-76,KEN,3,27.44931507,"Chicago, IL (USA)",1172,0.780555556,2003.780556,,
2003,1-Jan,13-Apr,Marathon,16,2:07:42,7662,William KIPLAGAT,21-Jun-72,KEN,1,30.83013699,Rotterdam (NED),1172,0.283333333,2003.283333,,
2003,1-Jan,19-Oct,Marathon,17,2:07:49,7669,Ian SYSTER,20-Jan-76,RSA,1,27.76438356,Beijing (CHN),1170,0.8,2003.8,,
2003,1-Jan,19-Oct,Marathon,18,2:07:51,7671,William KIPLAGAT,21-Jun-72,KEN,4,31.34794521,Amsterdam (NED),1169,0.8,2003.8,,
2003,1-Jan,7-Dec,Marathon,19,2:07:52,7672,Tomoaki KUNICHIKA,22-Apr-73,JPN,1,30.64657534,Fukuoka (JPN),1169,0.933333333,2003.933333,,
2003,1-Jan,13-Apr,Marathon,20,2:07:53,7673,Josphat KIPRONO,12-Dec-73,KEN,2,29.35342466,Rotterdam (NED),1169,0.283333333,2003.283333,,
2003,1-Jan,7-Dec,Marathon,21,2:07:55,7675,Toshinari SUWA,29-Jan-77,JPN,2,26.87123288,Fukuoka (JPN),1168,0.933333333,2003.933333,,
2003,1-Jan,13-Apr,Marathon,22,2:07:56,7676,Gezahegn ABERA,23-Apr-78,ETH,1,24.9890411,London (GBR),1168,0.283333333,2003.283333,,
2003,1-Jan,13-Apr,Marathon,22,2:07:56,7676,Stefano BALDINI,25-May-71,ITA,2,31.90684932,London (GBR),1168,0.283333333,2003.283333,,
2003,1-Jan,13-Apr,Marathon,24,2:07:57,7677,Joseph NGOLEPUS,10-Apr-75,KEN,3,28.02739726,London (GBR),1168,0.283333333,2003.283333,,
2003,1-Jan,2-Mar,Marathon,25,2:07:59,7679,Antonio PEÑA,26-Aug-70,ESP,2,32.5369863,Otsu (JPN),1167,0.169444444,2003.169444,,
2003,1-Jan,13-Apr,Marathon,25,2:07:59,7679,Paul TERGAT,17-Jun-69,KEN,4,33.84383562,London (GBR),1167,0.283333333,2003.283333,,
2003,1-Jan,7-Dec,Marathon,25,2:07:59,7679,Toshinari TAKAOKA,24-Sep-70,JPN,3,33.22465753,Fukuoka (JPN),1167,0.933333333,2003.933333,,
2003,1-Jan,13-Apr,Marathon,28,2:08:01,7681,Samson RAMADHANI,25-Dec-82,TAN,5,20.31232877,London (GBR),1166,0.283333333,2003.283333,,
2003,1-Jan,13-Apr,Marathon,29,2:08:03,7683,Abdelkader EL MOUAZIZ,1969,MAR,6,97.95890411,London (GBR),1166,0.283333333,2003.283333,,
2003,1-Jan,13-Apr,Marathon,30,2:08:09,7689,José Manuel MARTÍNEZ,22-Oct-71,ESP,3,31.49589041,Rotterdam (NED),1164,0.283333333,2003.283333,,
2003,1-Jan,13-Apr,Marathon,31,2:08:10,7690,Bong-ju LEE,11-Oct-70,KOR,7,32.5260274,London (GBR),1164,0.283333333,2003.283333,,
2003,1-Jan,7-Dec,Marathon,31,2:08:10,7690,Antonio PEÑA,26-Aug-70,ESP,4,33.30410959,Fukuoka (JPN),1164,0.933333333,2003.933333,,
2003,1-Jan,2-Mar,Marathon,33,2:08:12,7692,Masakazu FUJIWARA,6-Mar-81,JPN,3,22.00273973,Otsu (JPN),1163,0.169444444,2003.169444,,
2003,1-Jan,19-Oct,Marathon,34,2:08:13,7693,Robert Kiprotich CHERUIYOT,20-Dec-74,KEN,5,28.84931507,Amsterdam (NED),1163,0.8,2003.8,,
2003,1-Jan,6-Apr,Marathon,35,2:08:21,7701,David RUTO,1980,KEN,5,97.90958904,Paris (FRA),1160,0.263888889,2003.263889,,
2003,1-Jan,7-Dec,Marathon,35,2:08:21,7701,Hailu NEGUSSIE,16-Apr-78,ETH,5,25.66027397,Fukuoka (JPN),1160,0.933333333,2003.933333,,
2003,1-Jan,2-Mar,Marathon,37,2:08:28,7708,Koji SHIMIZU,17-Oct-69,JPN,4,33.39452055,Otsu (JPN),1158,0.169444444,2003.169444,,
2003,1-Jan,30-Aug,Marathon,38,2:08:31,7711,Jaouad GHARIB,22-May-72,MAR,1,31.29315068,"Stade de France, Paris-St-Denis (FRA)",1157,0.663888889,2003.663889,,
2003,1-Jan,19-Oct,Marathon,38,2:08:31,7711,Kamiel MAASE,20-Oct-71,NED,6,32.01917808,Amsterdam (NED),1157,0.8,2003.8,,
2003,1-Jan,6-Apr,Marathon,40,2:08:34,7714,Harun TOROITICH,1978,KEN,6,97.91506849,Paris (FRA),1156,0.263888889,2003.263889,,
2003,1-Jan,7-Dec,Marathon,41,2:08:37,7717,Tsuyoshi OGATA,11-May-73,JPN,6,30.59452055,Fukuoka (JPN),1155,0.933333333,2003.933333,,
2003,1-Jan,30-Aug,Marathon,42,2:08:38,7718,Julio REY,13-Jan-72,ESP,2,31.64931507,"Stade de France, Paris-St-Denis (FRA)",1155,0.663888889,2003.663889,,
2003,1-Jan,16-Mar,Marathon,43,2:08:42,7722,Gert THYS,12-Nov-71,RSA,1,31.36164384,Seoul (KOR),1154,0.208333333,2003.208333,,
2003,1-Jan,16-Mar,Marathon,44,2:08:43,7723,Young-joon JI,15-Oct-81,KOR,2,21.43013699,Seoul (KOR),1153,0.208333333,2003.208333,,
2003,1-Jan,12-Oct,Marathon,44,2:08:43,7723,Peter Kiplagat CHEBET,24-Jun-76,KEN,4,27.31780822,"Chicago, IL (USA)",1153,0.780555556,2003.780556,,
2003,1-Jan,28-Sep,Marathon,46,2:08:46,7726,Andrés ESPINOZA,4-Feb-63,MEX,4,40.6739726,Berlin (GER),1153,0.741666667,2003.741667,,
2003,1-Jan,23-Mar,Marathon,47,2:08:47,7727,Fredrick CHERONO,23-Nov-77,KEN,1,25.34520548,Roma (ITA),1152,0.227777778,2003.227778,,
2003,1-Jan,23-Mar,Marathon,48,2:08:48,7728,Noah BOR,28-Jul-77,KEN,2,25.66849315,Roma (ITA),1152,0.227777778,2003.227778,,
2003,1-Jan,7-Dec,Marathon,48,2:08:48,7728,Tadayuki OJIMA,22-Nov-76,JPN,7,27.05753425,Fukuoka (JPN),1152,0.933333333,2003.933333,,
2003,1-Jan,2-Mar,Marathon,50,2:08:50,7730,Atsushi SATO,8-May-78,JPN,5,24.83287671,Otsu (JPN),1151,0.169444444,2003.169444,,
2003,1-Jan,16-Mar,Marathon,51,2:08:53,7733,Jimmy Mwangangi MUINDI,14-Aug-73,KEN,3,29.60547945,Seoul (KOR),1150,0.208333333,2003.208333,,
2003,1-Jan,23-Mar,Marathon,51,2:08:53,7733,Alberico DI CECCO,19-Apr-74,ITA,3,28.94520548,Roma (ITA),1150,0.227777778,2003.227778,,
2003,1-Jan,6-Apr,Marathon,51,2:08:53,7733,David KIPTOO KIRUI,29-Dec-77,KEN,7,25.28493151,Paris (FRA),1150,0.263888889,2003.263889,,
2003,1-Jan,6-Apr,Marathon,54,2:08:54,7734,Zebedaiyo BAYO,20-May-76,TAN,8,26.89589041,Paris (FRA),1150,0.263888889,2003.263889,,
2003,1-Jan,12-Oct,Marathon,55,2:08:57,7737,Jimmy Mwangangi MUINDI,14-Aug-73,KEN,5,30.18082192,"Chicago, IL (USA)",1149,0.780555556,2003.780556,,
2003,1-Jan,13-Apr,Marathon,56,2:08:58,7738,Hendrick RAMAALA,2-Feb-72,RSA,8,31.21369863,London (GBR),1149,0.283333333,2003.283333,,
2003,1-Jan,30-Mar,Marathon,57,2:09:03,7743,Hailu NEGUSSIE,16-Apr-78,ETH,1,24.96986301,Xiamen (CHN),1147,0.247222222,2003.247222,,
2003,1-Jan,12-Oct,Marathon,58,2:09:05,7745,Willy CHERUIYOT,2-Aug-74,KEN,1,29.21369863,Eindhoven (NED),1147,0.780555556,2003.780556,,
2003,1-Jan,12-Oct,Marathon,59,2:09:06,7746,Wilson CHELAL,15-Dec-82,KEN,2,20.83835616,Eindhoven (NED),1146,0.780555556,2003.780556,,
2003,1-Jan,9-Feb,Marathon,60,2:09:07,7747,Zebedaiyo BAYO,20-May-76,TAN,1,26.74246575,Tokyo (JPN),1146,0.105555556,2003.105556,,
2003,1-Jan,30-Nov,Marathon,61,2:09:08,7748,John Kirwa BIRGEN,1974,KEN,1,98.57808219,Milano (ITA),1146,0.913888889,2003.913889,,
2003,1-Jan,23-Mar,Marathon,62,2:09:11,7751,Boniface USISIVU,5-Sep-74,KEN,4,28.56438356,Roma (ITA),1145,0.227777778,2003.227778,,
2003,1-Jan,13-Apr,Marathon,63,2:09:14,7754,Fred KIPROP,3-Jun-74,KEN,4,28.87945205,Rotterdam (NED),1144,0.283333333,2003.283333,,
