year,sample_date,date,event_m,rank,mark,time_s,athlete,dob,country,position,age,venue,score,frac,frac_year,range,ratio
2024,1-Jan,1-Dec,Marathon,1,2:02:05,7325,Sabastian Kimaru SAWE,16-Mar-95,KEN,1,29.73424658,Valencia (ESP),1278,0.916666667,2024.916667,279,1.038088737
2024,1-Jan,3-Mar,Marathon,2,2:02:16,7336,Benson KIPRUTO,17-Mar-91,KEN,1,32.98630137,Tokyo (JPN),1274,0.172222222,2024.172222,,
2024,1-Jan,1-Dec,Marathon,3,2:02:38,7358,Deresa GELETA,14-Jan-96,ETH,2,28.90136986,Valencia (ESP),1267,0.916666667,2024.916667,,
2024,1-Jan,13-Oct,Marathon,4,2:02:44,7364,John KORIR,2-Dec-96,KEN,1,27.88219178,"Chicago, IL (USA)",1265,0.783333333,2024.783333,,
2024,1-Jan,3-Mar,Marathon,5,2:02:55,7375,Timothy KIPLAGAT,18-Sep-93,KEN,2,30.47671233,Tokyo (JPN),1262,0.172222222,2024.172222,,
2024,1-Jan,29-Sep,Marathon,6,2:03:17,7397,Milkesa MENGESHA,16-Apr-00,ETH,1,24.47123288,Berlin (GER),1255,0.744444444,2024.744444,,
2024,1-Jan,29-Sep,Marathon,7,2:03:22,7402,CyBrian KOTUT,6-Jun-92,KEN,2,32.3369863,Berlin (GER),1253,0.744444444,2024.744444,,
2024,1-Jan,18-Feb,Marathon,8,2:03:27,7407,Deresa GELETA,14-Jan-96,ETH,1,28.11506849,Sevilla (ESP),1252,0.130555556,2024.130556,,
2024,1-Jan,29-Sep,Marathon,9,2:03:31,7411,Haymanot ALEW,11-Nov-97,ETH,3,26.90136986,Berlin (GER),1250,0.744444444,2024.744444,,
2024,1-Jan,29-Sep,Marathon,10,2:03:37,7417,Stephen KIPROP,8-Sep-99,KEN,4,25.07671233,Berlin (GER),1249,0.744444444,2024.744444,,
2024,1-Jan,18-Feb,Marathon,11,2:03:47,7427,Morhad AMDOUNI,21-Jun-88,FRA,2,35.68493151,Sevilla (ESP),1245,0.130555556,2024.130556,,
2024,1-Jan,21-Apr,Marathon,12,2:04:01,7441,Alexander MUNYAO,10-Sep-96,KEN,1,27.63013699,London (GBR),1241,0.305555556,2024.305556,,
2024,1-Jan,21-Apr,Marathon,13,2:04:15,7455,Kenenisa BEKELE,13-Jun-82,ETH,2,41.88493151,London (GBR),1237,0.305555556,2024.305556,,
2024,1-Jan,3-Mar,Marathon,14,2:04:18,7458,Vincent Kipkemoi NGETICH,3-Jan-99,KEN,3,25.18082192,Tokyo (JPN),1236,0.172222222,2024.172222,,
2024,1-Jan,28-Apr,Marathon,15,2:04:24,7464,Bernard Kiprop KOECH,31-Jan-88,KEN,1,36.26575342,Hamburg (GER),1234,0.325,2024.325,,
2024,1-Jan,1-Dec,Marathon,15,2:04:24,7464,Daniel MATEIKO,4-Aug-98,KEN,3,26.34520548,Valencia (ESP),1234,0.916666667,2024.916667,,
2024,1-Jan,29-Sep,Marathon,17,2:04:35,7475,Hailemaryam KIROS,5-Feb-97,ETH,5,27.66575342,Berlin (GER),1230,0.744444444,2024.744444,,
2024,1-Jan,1-Dec,Marathon,18,2:04:38,7478,Alphonce Felix SIMBU,14-Feb-92,TAN,4,32.81917808,Valencia (ESP),1229,0.916666667,2024.916667,,
2024,1-Jan,13-Oct,Marathon,19,2:04:39,7479,Mohamed ESA,11-Sep-00,ETH,2,24.10410959,"Chicago, IL (USA)",1229,0.783333333,2024.783333,,
2024,1-Jan,1-Dec,Marathon,20,2:04:40,7480,Tadesse ABRAHAM,12-Aug-82,SUI,5,42.33424658,Valencia (ESP),1229,0.916666667,2024.916667,,
2024,1-Jan,1-Dec,Marathon,21,2:04:44,7484,Chimdessa DEBELE,13-Sep-03,ETH,6,21.23287671,Valencia (ESP),1227,0.916666667,2024.916667,,
2024,1-Jan,1-Dec,Marathon,21,2:04:44,7484,Maru TEFERI,17-Aug-92,ISR,7,32.31232877,Valencia (ESP),1227,0.916666667,2024.916667,,
2024,1-Jan,14-Apr,Marathon,23,2:04:45,7485,Abdi NAGEEYE,2-Mar-89,NED,1,35.14246575,Rotterdam (NED),1227,0.286111111,2024.286111,,
2024,1-Jan,1-Dec,Marathon,23,2:04:45,7485,Hillary KIPKOECH,20-Dec-98,KEN,8,25.96712329,Valencia (ESP),1227,0.916666667,2024.916667,,
2024,1-Jan,14-Apr,Marathon,25,2:04:50,7490,Amedework WALELEGN,11-Mar-99,ETH,2,25.11232877,Rotterdam (NED),1226,0.286111111,2024.286111,,
2024,1-Jan,13-Oct,Marathon,25,2:04:50,7490,Amos KIPRUTO,16-Sep-92,KEN,3,32.09589041,"Chicago, IL (USA)",1226,0.783333333,2024.783333,,
2024,1-Jan,18-Feb,Marathon,27,2:04:53,7493,Gashau AYALE,22-Aug-96,ISR,3,27.50958904,Sevilla (ESP),1225,0.130555556,2024.130556,,
2024,1-Jan,1-Dec,Marathon,28,2:04:56,7496,Samuel FITWI SIBHATU,1-Jan-96,GER,9,28.9369863,Valencia (ESP),1224,0.916666667,2024.916667,,
2024,1-Jan,1-Dec,Marathon,29,2:04:59,7499,Sisay LEMMA,12-Dec-90,ETH,10,33.99452055,Valencia (ESP),1223,0.916666667,2024.916667,,
2024,1-Jan,7-Jan,Marathon,30,2:05:01,7501,Addisu GOBENA,20-Oct-04,ETH,1,19.22739726,Dubai (UAE),1222,0.016666667,2024.016667,,
2024,1-Jan,10-Mar,Marathon,30,2:05:01,7501,Tadesse ABRAHAM,12-Aug-82,SUI,1,41.60547945,Barcelona (ESP),1222,0.191666667,2024.191667,,
2024,1-Jan,29-Sep,Marathon,32,2:05:12,7512,Yohei IKEDA,22-Jun-98,JPN,6,26.29041096,Berlin (GER),1219,0.744444444,2024.744444,,
2024,1-Jan,29-Sep,Marathon,33,2:05:13,7513,Tadese TAKELE,3-Aug-02,ETH,7,22.17260274,Berlin (GER),1218,0.744444444,2024.744444,,
2024,1-Jan,14-Apr,Marathon,34,2:05:16,7516,Birhanu LEGESE,11-Sep-94,ETH,3,29.6109589,Rotterdam (NED),1217,0.286111111,2024.286111,,
2024,1-Jan,13-Oct,Marathon,34,2:05:16,7516,Vincent Kipkemoi NGETICH,3-Jan-99,KEN,4,25.79452055,"Chicago, IL (USA)",1217,0.783333333,2024.783333,,
2024,1-Jan,1-Dec,Marathon,34,2:05:16,7516,Yuya YOSHIDA,23-Apr-97,JPN,1,27.62739726,Fukuoka (JPN),1217,0.916666667,2024.916667,,
2024,1-Jan,7-Jan,Marathon,37,2:05:20,7520,Lemi DUMECHA,12-Sep-95,ETH,2,28.33972603,Dubai (UAE),1216,0.016666667,2024.016667,,
2024,1-Jan,1-Dec,Marathon,38,2:05:21,7521,Birhanu LEGESE,11-Sep-94,ETH,11,30.24383562,Valencia (ESP),1216,0.916666667,2024.916667,,
2024,1-Jan,1-Dec,Marathon,39,2:05:24,7524,Edward CHESEREK,2-Feb-94,KEN,12,30.84931507,Valencia (ESP),1215,0.916666667,2024.916667,,
2024,1-Jan,1-Dec,Marathon,39,2:05:24,7524,Yohanes CHIAPPINELLI,18-Aug-97,ITA,13,27.30684932,Valencia (ESP),1215,0.916666667,2024.916667,,
2024,1-Jan,28-Apr,Marathon,41,2:05:30,7530,Haymanot ALEW,11-Nov-97,ETH,2,26.47945205,Hamburg (GER),1213,0.325,2024.325,,
2024,1-Jan,7-Apr,Marathon,42,2:05:33,7533,Mulugeta Asefa UMA,12-Mar-98,ETH,1,26.09041096,Paris (FRA),1212,0.266666667,2024.266667,,
2024,1-Jan,28-Apr,Marathon,43,2:05:37,7537,Philemon KIPLIMO,10-Oct-98,KEN,3,25.56712329,Hamburg (GER),1211,0.325,2024.325,,
2024,1-Jan,29-Sep,Marathon,43,2:05:37,7537,Oqbe Kibrom RUESOM,1-Jan-98,ERI,8,26.76164384,Berlin (GER),1211,0.744444444,2024.744444,,
2024,1-Jan,20-Oct,Marathon,45,2:05:38,7538,Tsegaye GETACHEW,30-Nov-96,ETH,1,27.90684932,Amsterdam (NED),1210,0.802777778,2024.802778,,
2024,1-Jan,20-Oct,Marathon,46,2:05:40,7540,Asefa BOKI,26-Sep-97,ETH,2,27.08493151,Amsterdam (NED),1210,0.802777778,2024.802778,,
2024,1-Jan,28-Apr,Marathon,47,2:05:41,7541,Ronald KORIR,10-Apr-91,KEN,4,33.0739726,Hamburg (GER),1210,0.325,2024.325,,
2024,1-Jan,7-Jan,Marathon,48,2:05:42,7542,Dejene MEGERSA,24-Jan-05,ETH,3,18.96438356,Dubai (UAE),1209,0.016666667,2024.016667,,
2024,1-Jan,20-Oct,Marathon,48,2:05:42,7542,Maru TEFERI,17-Aug-92,ISR,3,32.19726027,Amsterdam (NED),1209,0.802777778,2024.802778,,
2024,1-Jan,3-Mar,Marathon,50,2:05:43,7543,Hailemaryam KIROS,5-Feb-97,ETH,4,27.09041096,Tokyo (JPN),1209,0.172222222,2024.172222,,
2024,1-Jan,14-Apr,Marathon,50,2:05:43,7543,Kenneth Kiprop KIPKEMOI,2-Aug-84,KEN,4,39.7260274,Rotterdam (NED),1209,0.286111111,2024.286111,,
2024,1-Jan,1-Dec,Marathon,52,2:05:46,7546,Richard RINGER,27-Feb-89,GER,14,35.78356164,Valencia (ESP),1208,0.916666667,2024.916667,,
2024,1-Jan,7-Apr,Marathon,53,2:05:48,7548,Titus KIPRUTO,25-Jun-98,KEN,2,25.80273973,Paris (FRA),1207,0.266666667,2024.266667,,
2024,1-Jan,20-Oct,Marathon,54,2:05:52,7552,Cornelius Kibet KIPLAGAT,24-May-94,KEN,1,30.43013699,Dongying (CHN),1206,0.802777778,2024.802778,,
2024,1-Jan,29-Sep,Marathon,55,2:05:53,7553,Enock ONCHARI,16-Jan-99,KEN,9,25.72054795,Berlin (GER),1206,0.744444444,2024.744444,,
2024,1-Jan,29-Sep,Marathon,56,2:05:54,7554,Derseh KINDIE,4-Feb-99,ETH,10,25.66849315,Berlin (GER),1206,0.744444444,2024.744444,,
2024,1-Jan,27-Oct,Marathon,56,2:05:54,7554,Benard BIWOTT,26-May-02,KEN,1,22.43835616,Frankfurt (GER),1206,0.822222222,2024.822222,,
2024,1-Jan,13-Oct,Marathon,58,2:06:04,7564,Daniel Simiu EBENYO,18-Sep-95,KEN,5,29.09041096,"Chicago, IL (USA)",1202,0.783333333,2024.783333,,
2024,1-Jan,14-Apr,Marathon,59,2:06:05,7565,Amanal PETROS,17-May-95,GER,1,28.93150685,Hannover (GER),1202,0.286111111,2024.286111,,
2024,1-Jan,18-Feb,Marathon,60,2:06:06,7566,Yemaneberhan CRIPPA,15-Oct-96,ITA,4,27.36164384,Sevilla (ESP),1202,0.130555556,2024.130556,,
2024,1-Jan,1-Dec,Marathon,60,2:06:06,7566,Iliass AOUANI,29-Sep-95,ITA,15,29.19452055,Valencia (ESP),1202,0.916666667,2024.916667,,
2024,1-Jan,14-Apr,Marathon,62,2:06:07,7567,Enock ONCHARI,16-Jan-99,KEN,5,25.26027397,Rotterdam (NED),1201,0.286111111,2024.286111,,
2024,1-Jan,17-Mar,Marathon,63,2:06:08,7568,Jemal MEKONEN,11-Sep-96,ETH,1,27.53150685,Seoul (KOR),1201,0.211111111,2024.211111,,
2024,1-Jan,17-Mar,Marathon,64,2:06:09,7569,Rhonzas Lokitam KILIMO,5-Sep-96,KEN,2,27.54794521,Seoul (KOR),1201,0.211111111,2024.211111,,
2024,1-Jan,17-Mar,Marathon,65,2:06:10,7570,Edwin KIPTOO,14-Aug-93,KEN,3,30.6109589,Seoul (KOR),1201,0.211111111,2024.211111,,
2024,1-Jan,18-Feb,Marathon,66,2:06:11,7571,Tafese DELELEGN,11-Sep-89,ETH,5,34.46027397,Sevilla (ESP),1200,0.130555556,2024.130556,,
2024,1-Jan,14-Dec,Marathon,67,2:06:16,7576,Chala REGASA,30-Apr-97,ETH,1,27.64383562,Abu Dhabi (UAE),1199,0.952777778,2024.952778,,
2024,1-Jan,25-Feb,Marathon,68,2:06:18,7578,Kiyoto HIRABAYASHI,4-Dec-02,JPN,1,21.24109589,Osaka (JPN),1198,0.15,2024.15,,
2024,1-Jan,24-Mar,Marathon,68,2:06:18,7578,Tadu ABATE,11-Sep-97,ETH,1,26.55068493,Wuxi (CHN),1198,0.230555556,2024.230556,,
2024,1-Jan,17-Mar,Marathon,70,2:06:20,7580,Mike Kiptum BOIT,14-Sep-92,KEN,4,31.5260274,Seoul (KOR),1197,0.211111111,2024.211111,,
2024,1-Jan,25-Feb,Marathon,71,2:06:22,7582,Stephen KISSA,1-Dec-88,UGA,2,35.25753425,Osaka (JPN),1197,0.15,2024.15,,
2024,1-Jan,17-Mar,Marathon,71,2:06:22,7582,Balew YIHUNLE,21-Sep-98,ETH,5,25.50410959,Seoul (KOR),1197,0.211111111,2024.211111,,
2024,1-Jan,20-Oct,Marathon,71,2:06:22,7582,Gebru REDAHGNE,23-Mar-00,ETH,2,24.59452055,Dongying (CHN),1197,0.802777778,2024.802778,,
2024,1-Jan,1-Dec,Marathon,71,2:06:22,7582,Andrew BUCHANAN,10-Apr-91,AUS,16,33.66849315,Valencia (ESP),1197,0.916666667,2024.916667,,
2024,1-Jan,7-Jan,Marathon,75,2:06:23,7583,Abdi FUFA,27-Sep-95,ETH,4,28.29863014,Dubai (UAE),1196,0.016666667,2024.016667,,
2024,1-Jan,17-Mar,Marathon,76,2:06:24,7584,Asbel RUTTO,12-Feb-02,KEN,1,22.10684932,Roma (ITA),1196,0.211111111,2024.211111,,
2024,1-Jan,3-Mar,Marathon,77,2:06:25,7585,Tsegaye GETACHEW,30-Nov-96,ETH,5,27.2739726,Tokyo (JPN),1196,0.172222222,2024.172222,,
2024,1-Jan,3-Mar,Marathon,78,2:06:26,7586,Bethwel KIBET,4-Aug-91,KEN,6,32.60273973,Tokyo (JPN),1196,0.172222222,2024.172222,,
2024,1-Jan,10-Aug,Marathon,78,2:06:26,7586,Tamirat TOLA,11-Aug-91,ETH,1,33.02191781,"Stade de France, Paris (FRA)",1196,0.608333333,2024.608333,,
2024,1-Jan,1-Dec,Marathon,78,2:06:26,7586,Samsom AMARE,1-Jan-94,ERI,1,30.9369863,Shanghai (CHN),1196,0.916666667,2024.916667,,
2024,1-Jan,7-Jan,Marathon,81,2:06:27,7587,Samuel FITWI SIBHATU,1-Jan-96,GER,5,28.03561644,Dubai (UAE),1195,0.016666667,2024.016667,,
2024,1-Jan,3-Mar,Marathon,81,2:06:27,7587,Haimro ALAME,8-Jun-90,ISR,7,33.75890411,Tokyo (JPN),1195,0.172222222,2024.172222,,
2024,1-Jan,13-Oct,Marathon,83,2:06:28,7588,Enock KINYAMAL,1995,KEN,1,119.4054795,Eindhoven (NED),1195,0.783333333,2024.783333,,
2024,1-Jan,8-Dec,Marathon,83,2:06:28,7588,Gebise DEBELE,11-Sep-00,ETH,1,24.25753425,Guangzhou (CHN),1195,0.936111111,2024.936111,,
2024,1-Jan,3-Mar,Marathon,85,2:06:29,7589,Simon KARIUKI,1-Apr-96,KEN,8,27.93972603,Tokyo (JPN),1195,0.172222222,2024.172222,,
2024,1-Jan,14-Apr,Marathon,85,2:06:29,7589,Lameck TOO,1995,KEN,6,118.9068493,Rotterdam (NED),1195,0.286111111,2024.286111,,
2024,1-Jan,20-Oct,Marathon,85,2:06:29,7589,Getaneh MOLLA,10-Jan-94,ETH,1,30.79726027,Ljubljana (SLO),1195,0.802777778,2024.802778,,
2024,1-Jan,29-Sep,Marathon,88,2:06:30,7590,Melaku BELACHEW,19-May-90,ETH,11,34.3890411,Berlin (GER),1194,0.744444444,2024.744444,,
2024,1-Jan,1-Dec,Marathon,88,2:06:30,7590,Titus KIPRUTO,25-Jun-98,KEN,2,26.45479452,Shanghai (CHN),1194,0.916666667,2024.916667,,
2024,1-Jan,3-Mar,Marathon,90,2:06:31,7591,Yusuke NISHIYAMA,7-Nov-94,JPN,9,29.33972603,Tokyo (JPN),1194,0.172222222,2024.172222,,
2024,1-Jan,25-Feb,Marathon,91,2:06:33,7593,Naoki KOYAMA,12-May-96,JPN,3,27.80821918,Osaka (JPN),1193,0.15,2024.15,,
2024,1-Jan,14-Dec,Marathon,91,2:06:33,7593,Ibrahim HASSAN,1-Jan-97,DJI,2,27.96986301,Abu Dhabi (UAE),1193,0.952777778,2024.952778,,
2024,1-Jan,1-Dec,Marathon,93,2:06:34,7594,Solomon Kirwa YEGO,10-May-87,KEN,3,37.5890411,Shanghai (CHN),1193,0.916666667,2024.916667,,
2024,1-Jan,21-Apr,Marathon,94,2:06:35,7595,Chala REGASA,30-Apr-97,ETH,1,26.99452055,Wien (AUT),1193,0.305555556,2024.305556,,
2024,1-Jan,25-Feb,Marathon,95,2:06:37,7597,Yuya YOSHIDA,23-Apr-97,JPN,4,26.86027397,Osaka (JPN),1192,0.15,2024.15,,
2024,1-Jan,14-Jan,Marathon,96,2:06:39,7599,Zouhair TALBI,8-Apr-95,MAR,1,28.7890411,"Houston, TX (USA)",1192,0.036111111,2024.036111,,
2024,1-Jan,29-Sep,Marathon,96,2:06:39,7599,Luke KIPROP,18-Sep-00,KEN,12,24.04657534,Berlin (GER),1192,0.744444444,2024.744444,,
2024,1-Jan,28-Apr,Marathon,98,2:06:40,7600,Tsedat Abeje AYANA,18-Feb-96,ETH,5,28.2109589,Hamburg (GER),1191,0.325,2024.325,,
2024,1-Jan,1-Dec,Marathon,99,2:06:43,7603,Timothy KIPLAGAT,18-Sep-93,KEN,4,31.22465753,Shanghai (CHN),1190,0.916666667,2024.916667,,
2024,1-Jan,10-Mar,Marathon,100,2:06:44,7604,Collins Kipkirui KIPKORIR,2001,KEN,2,118.7945205,Barcelona (ESP),1190,0.191666667,2024.191667,,
2023,1-Jan,8-Oct,Marathon,1,2:00:35,7235,Kelvin KIPTUM,2-Dec-99,KEN,1,23.86575342,"Chicago, IL (USA)",1307,0.769444444,2023.769444,367,1.050725639
2023,1-Jan,23-Apr,Marathon,2,2:01:25,7285,Kelvin KIPTUM,2-Dec-99,KEN,1,23.40547945,London (GBR),1291,0.311111111,2023.311111,,
2023,1-Jan,3-Dec,Marathon,3,2:01:48,7308,Sisay LEMMA,12-Dec-90,ETH,1,32.99726027,Valencia (ESP),1283,0.922222222,2023.922222,,
2023,1-Jan,24-Sep,Marathon,4,2:02:42,7362,Eliud KIPCHOGE,5-Nov-84,KEN,1,38.90958904,Berlin (GER),1266,0.730555556,2023.730556,,
2023,1-Jan,3-Dec,Marathon,5,2:03:11,7391,Alexander MUNYAO,10-Sep-96,KEN,2,27.24657534,Valencia (ESP),1257,0.922222222,2023.922222,,
2023,1-Jan,24-Sep,Marathon,6,2:03:13,7393,Vincent Kipkemoi NGETICH,3-Jan-99,KEN,2,24.73972603,Berlin (GER),1256,0.730555556,2023.730556,,
2023,1-Jan,24-Sep,Marathon,7,2:03:24,7404,Tadese TAKELE,3-Aug-02,ETH,3,21.15616438,Berlin (GER),1253,0.730555556,2023.730556,,
2023,1-Jan,16-Apr,Marathon,8,2:03:47,7427,Bashir ABDI,10-Feb-89,BEL,1,34.2,Rotterdam (NED),1245,0.291666667,2023.291667,,
2023,1-Jan,3-Dec,Marathon,9,2:03:48,7428,Dawit WOLDE,19-May-91,ETH,3,32.56438356,Valencia (ESP),1245,0.922222222,2023.922222,,
2023,1-Jan,16-Apr,Marathon,10,2:03:50,7430,Timothy KIPLAGAT,18-Sep-93,KEN,2,29.59452055,Rotterdam (NED),1244,0.291666667,2023.291667,,
2023,1-Jan,8-Oct,Marathon,11,2:04:02,7442,Benson KIPRUTO,17-Mar-91,KEN,2,32.58356164,"Chicago, IL (USA)",1241,0.769444444,2023.769444,,
2023,1-Jan,23-Apr,Marathon,12,2:04:09,7449,Bernard Kiprop KOECH,31-Jan-88,KEN,1,35.24931507,Hamburg (GER),1238,0.311111111,2023.311111,,
2023,1-Jan,3-Dec,Marathon,13,2:04:19,7459,Kenenisa BEKELE,13-Jun-82,ETH,4,41.50136986,Valencia (ESP),1235,0.922222222,2023.922222,,
2023,1-Jan,24-Sep,Marathon,14,2:04:22,7462,Ronald KORIR,10-Apr-91,KEN,4,32.47945205,Berlin (GER),1234,0.730555556,2023.730556,,
2023,1-Jan,23-Apr,Marathon,15,2:04:23,7463,Geoffrey KAMWOROR,22-Nov-92,KEN,2,30.43561644,London (GBR),1234,0.311111111,2023.311111,,
2023,1-Jan,8-Oct,Marathon,16,2:04:32,7472,Bashir ABDI,10-Feb-89,BEL,3,34.67945205,"Chicago, IL (USA)",1231,0.769444444,2023.769444,,
2023,1-Jan,23-Apr,Marathon,17,2:04:33,7473,Joshua BELET,10-Feb-98,KEN,2,25.21369863,Hamburg (GER),1231,0.311111111,2023.311111,,
2023,1-Jan,3-Dec,Marathon,17,2:04:33,7473,Gabriel Gerald GEAY,10-Sep-96,TAN,5,27.24657534,Valencia (ESP),1231,0.922222222,2023.922222,,
2023,1-Jan,15-Oct,Marathon,19,2:04:34,7474,CyBrian KOTUT,6-Jun-92,KEN,1,31.37808219,Amsterdam (NED),1231,0.788888889,2023.788889,,
2023,1-Jan,15-Oct,Marathon,20,2:04:37,7477,Bethwel KIBET,4-Aug-91,KEN,2,32.21917808,Amsterdam (NED),1230,0.788888889,2023.788889,,
2023,1-Jan,24-Sep,Marathon,21,2:04:42,7482,Haftu TEKLU,21-Jan-00,ETH,5,23.69041096,Berlin (GER),1228,0.730555556,2023.730556,,
2023,1-Jan,24-Sep,Marathon,22,2:04:44,7484,Andualem BELAY,5-Apr-92,ETH,6,31.49041096,Berlin (GER),1227,0.730555556,2023.730556,,
2023,1-Jan,15-Oct,Marathon,22,2:04:44,7484,Birhanu LEGESE,11-Sep-94,ETH,3,29.11232877,Amsterdam (NED),1227,0.788888889,2023.788889,,
2023,1-Jan,3-Dec,Marathon,24,2:04:48,7488,Kibiwott KANDIE,20-Jun-96,KEN,6,27.47123288,Valencia (ESP),1226,0.922222222,2023.922222,,
2023,1-Jan,24-Sep,Marathon,25,2:04:49,7489,Amos KIPRUTO,16-Sep-92,KEN,7,31.04109589,Berlin (GER),1226,0.730555556,2023.730556,,
2023,1-Jan,8-Oct,Marathon,26,2:04:52,7492,Kenneth Kiprop KIPKEMOI,2-Aug-84,KEN,1,39.20821918,Eindhoven (NED),1225,0.769444444,2023.769444,,
2023,1-Jan,29-Oct,Marathon,27,2:04:53,7493,Brimin KIPKORIR,25-May-89,KEN,1,34.45205479,Frankfurt (GER),1225,0.827777778,2023.827778,,
2023,1-Jan,24-Sep,Marathon,28,2:04:56,7496,Philemon KIPLIMO,10-Oct-98,KEN,8,24.97260274,Berlin (GER),1224,0.730555556,2023.730556,,
2023,1-Jan,24-Sep,Marathon,29,2:04:58,7498,Amanal PETROS,17-May-95,GER,9,28.37534247,Berlin (GER),1223,0.730555556,2023.730556,,
2023,1-Jan,5-Nov,Marathon,29,2:04:58,7498,Tamirat TOLA,11-Aug-91,ETH,1,32.25753425,"New York, NY (USA)",1223,0.844444444,2023.844444,,
2023,1-Jan,19-Feb,Marathon,31,2:04:59,7499,Gadisa BIRHANU,15-Sep-92,ETH,1,30.44931507,Sevilla (ESP),1223,0.133333333,2023.133333,,
2023,1-Jan,23-Apr,Marathon,31,2:04:59,7499,Tamirat TOLA,11-Aug-91,ETH,3,31.72054795,London (GBR),1223,0.311111111,2023.311111,,
2023,1-Jan,24-Sep,Marathon,33,2:05:05,7505,Boniface KIMUTAI,12-Aug-95,KEN,10,28.1369863,Berlin (GER),1221,0.730555556,2023.730556,,
2023,1-Jan,19-Mar,Marathon,34,2:05:06,7506,Marius KIMUTAI,10-Dec-92,BRN,1,30.29041096,Barcelona (ESP),1221,0.216666667,2023.216667,,
2023,1-Jan,23-Apr,Marathon,35,2:05:08,7508,Samwel Nyamai MAILU,7-Feb-93,KEN,1,30.22465753,Wien (AUT),1220,0.311111111,2023.311111,,
2023,1-Jan,7-May,Marathon,36,2:05:09,7509,Alexander MUNYAO,10-Sep-96,KEN,1,26.67123288,Praha (CZE),1220,0.35,2023.35,,
2023,1-Jan,8-Oct,Marathon,36,2:05:09,7509,John KORIR,2-Dec-96,KEN,4,26.86575342,"Chicago, IL (USA)",1220,0.769444444,2023.769444,,
2023,1-Jan,24-Sep,Marathon,38,2:05:10,7510,Tadesse ABRAHAM,12-Aug-82,SUI,11,41.14520548,Berlin (GER),1219,0.730555556,2023.730556,,
2023,1-Jan,19-Mar,Marathon,39,2:05:12,7512,Othmane EL GOUMRI,28-May-92,MAR,2,30.82739726,Barcelona (ESP),1219,0.216666667,2023.216667,,
2023,1-Jan,3-Dec,Marathon,40,2:05:14,7514,Chalu DESO,14-Dec-97,ETH,7,25.98630137,Valencia (ESP),1218,0.922222222,2023.922222,,
2023,1-Jan,19-Feb,Marathon,41,2:05:19,7519,Kebede TULU,15-Sep-96,ETH,2,26.44657534,Sevilla (ESP),1216,0.133333333,2023.133333,,
2023,1-Jan,24-Sep,Marathon,42,2:05:20,7520,Okubay TSEGAY,1-Jan-86,ERI,12,37.75342466,Berlin (GER),1216,0.730555556,2023.730556,,
2023,1-Jan,5-Mar,Marathon,43,2:05:22,7522,Chalu DESO,14-Dec-97,ETH,1,25.23835616,Tokyo (JPN),1215,0.177777778,2023.177778,,
2023,1-Jan,5-Mar,Marathon,43,2:05:22,7522,Mohamed ESA,11-Sep-00,ETH,2,22.49315068,Tokyo (JPN),1215,0.177777778,2023.177778,,
2023,1-Jan,19-Feb,Marathon,45,2:05:24,7524,Mekuant AYENEW,24-Oct-91,ETH,3,31.34520548,Sevilla (ESP),1215,0.133333333,2023.133333,,
2023,1-Jan,5-Mar,Marathon,46,2:05:25,7525,Tsegaye GETACHEW,30-Nov-96,ETH,3,26.27671233,Tokyo (JPN),1215,0.177777778,2023.177778,,
2023,1-Jan,19-Mar,Marathon,47,2:05:27,7527,Amedework WALELEGN,11-Mar-99,ETH,1,24.03835616,Seoul (KOR),1214,0.216666667,2023.216667,,
2023,1-Jan,8-Oct,Marathon,48,2:05:29,7529,Seifu TURA,19-Jun-97,ETH,5,26.32054795,"Chicago, IL (USA)",1213,0.769444444,2023.769444,,
2023,1-Jan,5-Mar,Marathon,49,2:05:32,7532,Titus KIPRUTO,25-Jun-98,KEN,4,24.70958904,Tokyo (JPN),1212,0.177777778,2023.177778,,
2023,1-Jan,16-Apr,Marathon,49,2:05:32,7532,Abdi NAGEEYE,2-Mar-89,NED,3,34.14520548,Rotterdam (NED),1212,0.291666667,2023.291667,,
2023,1-Jan,19-Feb,Marathon,51,2:05:33,7533,Gashau AYALE,22-Aug-96,ISR,4,26.51232877,Sevilla (ESP),1212,0.133333333,2023.133333,,
2023,1-Jan,26-Nov,Marathon,52,2:05:35,7535,Philimon Kiptoo KIPCHUMBA,16-Oct-98,KEN,1,25.12876712,Shanghai (CHN),1211,0.902777778,2023.902778,,
2023,1-Jan,5-Mar,Marathon,53,2:05:36,7536,Cameron LEVINS,28-Mar-89,CAN,5,33.95890411,Tokyo (JPN),1211,0.177777778,2023.177778,,
2023,1-Jan,19-Mar,Marathon,54,2:05:37,7537,Kaan Kigen ÖZBILEN,15-Jan-86,TUR,3,37.19726027,Barcelona (ESP),1211,0.216666667,2023.216667,,
2023,1-Jan,5-Mar,Marathon,55,2:05:38,7538,Tadu ABATE,11-Sep-97,ETH,6,25.49589041,Tokyo (JPN),1210,0.177777778,2023.177778,,
2023,1-Jan,26-Nov,Marathon,56,2:05:39,7539,Alphonce Felix SIMBU,14-Feb-92,TAN,2,31.80273973,Shanghai (CHN),1210,0.902777778,2023.902778,,
2023,1-Jan,3-Dec,Marathon,57,2:05:40,7540,Mohamed ESA,11-Sep-00,ETH,8,23.24109589,Valencia (ESP),1210,0.922222222,2023.922222,,
