Year,sample_date,date,race,name,place,time_m,time_s,avg_yr_time_s,Ratio,range,supershoe_era,frac_year,gender,elevation_gain_m,elevation_loss_m,net_elevation_m,temp_at_start_c,wind_direction,wind_mph,rainy_y_or_n,"stack data, code supershoe_era, weather variables, elevation",
2012,1-Jan,22-Apr,London,Marton Lel,2,2:06:51,7611,,,,0,2012.31,0,127,161,-34,11,E,10,N,,
2012,1-Jan,22-Apr,London,Tsegaye Kebede,3,2:06:52,7612,,,,0,2012.31,0,127,161,-34,11,E,10,N,,
2012,1-Jan,22-Apr,London,Adil Annani,4,2:07:43,7663,,,,0,2012.31,0,127,161,-34,11,E,10,N,,
2012,1-Jan,22-Apr,London,Jaouad Gharib ,5,2:07:44,7664,,,,0,2012.31,0,127,161,-34,11,E,10,N,,
2012,1-Jan,22-Apr,London,Abel Kirui,6,2:07:56,7676,,,,0,2012.31,0,127,161,-34,11,E,10,N,,
2012,1-Jan,22-Apr,London,Emmanuel Mutai,7,2:08:01,7681,,,,0,2012.31,0,127,161,-34,11,E,10,N,,
2013,1-Jan,21-Apr,London,Tsegaye Kebede,1,2:06:04,7564,7642,1.01824431517715,138,0,2013.31,0,127,161,-34,9,E,5,N,,
2013,1-Jan,21-Apr,London,Emmanuel Mutai,2,2:06:33,7593,,,,0,2013.31,0,127,161,-34,9,E,5,N,,
2013,1-Jan,21-Apr,London,Ayele Abshero,3,2:06:57,7617,,,,0,2013.31,0,127,161,-34,9,E,5,N,,
2013,1-Jan,21-Apr,London,Feyisa Lilesa,4,2:07:46,7666,,,,0,2013.31,0,127,161,-34,9,E,5,N,,
2013,1-Jan,21-Apr,London,Wilson Kipsang,5,2:07:47,7667,,,,0,2013.31,0,127,161,-34,9,E,5,N,,
2013,1-Jan,21-Apr,London,Stephen Kiprotich,6,2:08:05,7685,,,,0,2013.31,0,127,161,-34,9,E,5,N,,
2013,1-Jan,21-Apr,London,Yared Asmeron,7,2:08:22,7702,,,,0,2013.31,0,127,161,-34,9,E,5,N,,
2014,1-Jan,13-Apr,London,Wilson Kipsang,1,2:04:29,7469,7604,1.03079394831972,230,0,2014.28,0,127,161,-34,11,SW,9,N,,
2014,1-Jan,13-Apr,London,Stanley Biwott,2,2:04:55,7495,,,,0,2014.28,0,127,161,-34,11,SW,9,N,,
2014,1-Jan,13-Apr,London,Tsegaye Kebede,3,2:06:30,7590,,,,0,2014.28,0,127,161,-34,11,SW,9,N,,
2014,1-Jan,13-Apr,London,Ayele Abshero,4,2:06:31,7591,,,,0,2014.28,0,127,161,-34,11,SW,9,N,,
2014,1-Jan,13-Apr,London,Tsegaye Mekonnen,5,2:08:06,7686,,,,0,2014.28,0,127,161,-34,11,SW,9,N,,
2014,1-Jan,13-Apr,London,Geoffrey Mutai,6,2:08:18,7698,,,,0,2014.28,0,127,161,-34,11,SW,9,N,,
2014,1-Jan,13-Apr,London,Emmanuel Mutai,7,2:08:19,7699,,,,0,2014.28,0,127,161,-34,11,SW,9,N,,
2015,1-Jan,26-Apr,London,Eliud Kipchoge,1,2:04:42,7482,7599,1.03889334402566,291,0,2015.32,0,127,161,-34,8,SW,11,N,,
2015,1-Jan,26-Apr,London,Wilson Kipsang,2,2:04:47,7487,,,,0,2015.32,0,127,161,-34,8,SW,11,N,,
2015,1-Jan,26-Apr,London,Dennis Kimetto,3,2:05:50,7550,,,,0,2015.32,0,127,161,-34,8,SW,11,N,,
2015,1-Jan,26-Apr,London,Stanley Biwott,4,2:06:41,7601,,,,0,2015.32,0,127,161,-34,8,SW,11,N,,
2015,1-Jan,26-Apr,London,Tilahun Regassa,5,2:07:16,7636,,,,0,2015.32,0,127,161,-34,8,SW,11,N,,
2015,1-Jan,26-Apr,London,Samuel Kitwara,6,2:07:43,7663,,,,0,2015.32,0,127,161,-34,8,SW,11,N,,
2015,1-Jan,26-Apr,London,Javier Guerra,7,2:09:33,7773,,,,0,2015.32,0,127,161,-34,8,SW,11,N,,
2016,1-Jan,24-Apr,London,Eliud Kipchoge,1,2:03:05,7385,7626,1.062288422478,460,0,2016.31,0,127,161,-34,7,SSE,11,N,,
2016,1-Jan,24-Apr,London,Stanley Biwott,2,2:03:51,7431,,,,0,2016.31,0,127,161,-34,7,SSE,11,N,,
2016,1-Jan,24-Apr,London,Kenenisa Bekele,3,2:06:36,7596,,,,0,2016.31,0,127,161,-34,7,SSE,11,N,,
2016,1-Jan,24-Apr,London,Ghirmay Ghebreslassie,4,2:07:46,7666,,,,0,2016.31,0,127,161,-34,7,SSE,11,N,,
2016,1-Jan,24-Apr,London,Wilson Kipsang,5,2:07:52,7672,,,,0,2016.31,0,127,161,-34,7,SSE,11,N,,
2016,1-Jan,24-Apr,London,Tilahun Regassa,6,2:09:47,7787,,,,0,2016.31,0,127,161,-34,7,SSE,11,N,,
2016,1-Jan,24-Apr,London,Sisay Lemma,7,2:10:45,7845,,,,0,2016.31,0,127,161,-34,7,SSE,11,N,,
2017,1-Jan,23-Apr,London,Daniel Wanjiru,1,2:05:48,7548,7683,1.03391626921039,256,1,2017.31,0,127,161,-34,12,NNE,7,N,,
2017,1-Jan,23-Apr,London,Kenenisa Bekele,2,2:05:57,7557,,,,1,2017.31,0,127,161,-34,12,NNE,7,N,,
2017,1-Jan,23-Apr,London,Bedan Karoki,3,2:07:41,7661,,,,1,2017.31,0,127,161,-34,12,NNE,7,N,,
2017,1-Jan,23-Apr,London,Abel Kirui,4,2:07:45,7665,,,,1,2017.31,0,127,161,-34,12,NNE,7,N,,
2017,1-Jan,23-Apr,London,Alphonce Simbu,5,2:09:10,7750,,,,1,2017.31,0,127,161,-34,12,NNE,7,N,,
2017,1-Jan,23-Apr,London,Ghirmay Ghebreslassie,6,2:09:57,7797,,,,1,2017.31,0,127,161,-34,12,NNE,7,N,,
2017,1-Jan,23-Apr,London,Asefa Mengstu,7,2:10:04,7804,,,,1,2017.31,0,127,161,-34,12,NNE,7,N,,
2018,1-Jan,22-Apr,London,Eliud Kipchoge,1,2:04:17,7457,7624,1.04130347324661,308,1,2018.31,0,127,161,-34,19,NE,12,N,,
2018,1-Jan,22-Apr,London,Tola Shura Kitata,2,2:04:49,7489,,,,1,2018.31,0,127,161,-34,19,NE,12,N,,
2018,1-Jan,22-Apr,London,Mo Farah,3,2:06:21,7581,,,,1,2018.31,0,127,161,-34,19,NE,12,N,,
2018,1-Jan,22-Apr,London,Abel Kirui,4,2:07:07,7627,,,,1,2018.31,0,127,161,-34,19,NE,12,N,,
2018,1-Jan,22-Apr,London,Bedan Karoki,5,2:08:34,7714,,,,1,2018.31,0,127,161,-34,19,NE,12,N,,
2018,1-Jan,22-Apr,London,Kenenisa Bekele,6,2:08:53,7733,,,,1,2018.31,0,127,161,-34,19,NE,12,N,,
2018,1-Jan,22-Apr,London,Lawrence Cherono,7,2:09:25,7765,,,,1,2018.31,0,127,161,-34,19,NE,12,N,,
2019,1-Jan,28-Apr,London,Eliud Kipchoge,1,2:02:37,7357,7487,1.03615604186489,266,1,2019.33,0,127,161,-34,11,SE,12,N,,
2019,1-Jan,28-Apr,London,Moniset Geremew,2,2:02:55,7375,,,,1,2019.33,0,127,161,-34,11,SE,12,N,,
2019,1-Jan,28-Apr,London,Mule Wasihun,3,2:03:16,7396,,,,1,2019.33,0,127,161,-34,11,SE,12,N,,
2019,1-Jan,28-Apr,London,Tola Shura Kitata,4,2:05:01,7501,,,,1,2019.33,0,127,161,-34,11,SE,12,N,,
2019,1-Jan,28-Apr,London,Mo Farah,5,2:05:39,7539,,,,1,2019.33,0,127,161,-34,11,SE,12,N,,
2019,1-Jan,28-Apr,London,Tamirat Tola,6,2:06:57,7617,,,,1,2019.33,0,127,161,-34,11,SE,12,N,,
2019,1-Jan,28-Apr,London,Bashir Abdi,7,2:07:03,7623,,,,1,2019.33,0,127,161,-34,11,SE,12,N,,
2020,1-Jan,4-Oct,London,Shura Kitata,1,2:05:41,7541,7566,1.00808911284975,61,1,2020.76,0,127,161,-34,10,NE,15,N,,
2020,1-Jan,4-Oct,London,Vincent Kipkemoi,2,2:05:42,7542,,,,1,2020.76,0,127,161,-34,10,NE,15,N,,
2020,1-Jan,4-Oct,London,Sisay Lemma,3,2:05:45,7545,,,,1,2020.76,0,127,161,-34,10,NE,15,N,,
2020,1-Jan,4-Oct,London,Moniset Geremew,4,2:06:04,7564,,,,1,2020.76,0,127,161,-34,10,NE,15,N,,
2020,1-Jan,4-Oct,London,Mule Wasihun,5,2:06:08,7568,,,,1,2020.76,0,127,161,-34,10,NE,15,N,,
2020,1-Jan,4-Oct,London,Tamirat Tola,6,2:06:41,7601,,,,1,2020.76,0,127,161,-34,10,NE,15,N,,
2020,1-Jan,4-Oct,London,Benson Kipruto,7,2:06:42,7602,,,,1,2020.76,0,127,161,-34,10,NE,15,N,,
2021,1-Jan,3-Oct,London,Sisay Lemma,1,2:04:01,7441,7593,1.07216771939255,537,1,2021.76,0,127,161,-34,12,NE,6,N,,
2021,1-Jan,3-Oct,London,Vincent Kipchumba,2,2:04:28,7468,,,,1,2021.76,0,127,161,-34,12,NE,6,N,,
2021,1-Jan,3-Oct,London,Moniset Geremew,3,2:04:41,7481,,,,1,2021.76,0,127,161,-34,12,NE,6,N,,
2021,1-Jan,3-Oct,London,Evans Chebet,4,2:05:43,7543,,,,1,2021.76,0,127,161,-34,12,NE,6,N,,
2021,1-Jan,3-Oct,London,Birhanu Legese,5,2:06:10,7570,,,,1,2021.76,0,127,161,-34,12,NE,6,N,,
2021,1-Jan,3-Oct,London,Shura Kitata,6,2:07:51,7671,,,,1,2021.76,0,127,161,-34,12,NE,6,N,,
2021,1-Jan,3-Oct,London,Philip Sesemann,7,2:12:58,7978,,,,1,2021.76,0,127,161,-34,12,NE,6,N,,
2022,1-Jan,2-Oct,London,Amos Kipruto,1,2:04:39,7479,7544,1.02232918839417,167,1,2022.75,0,127,161,-34,14,ESE,7,Y,,
2022,1-Jan,2-Oct,London,Leul Gebresilase,2,2:05:12,7512,,,,1,2022.75,0,127,161,-34,14,ESE,7,Y,,
2022,1-Jan,2-Oct,London,Bashir Abdi,3,2:05:19,7519,,,,1,2022.75,0,127,161,-34,14,ESE,7,Y,,
2022,1-Jan,2-Oct,London,Kinde Atanaw,4,2:05:27,7527,,,,1,2022.75,0,127,161,-34,14,ESE,7,Y,,
2022,1-Jan,2-Oct,London,Kenenisa Bekele,5,2:05:53,7553,,,,1,2022.75,0,127,161,-34,14,ESE,7,Y,,
2022,1-Jan,2-Oct,London,Birhanu Legese,6,2:06:11,7571,,,,1,2022.75,0,127,161,-34,14,ESE,7,Y,,
2022,1-Jan,2-Oct,London,Sisay Lemma,7,2:07:26,7646,,,,1,2022.75,0,127,161,-34,14,ESE,7,Y,,
2023,1-Jan,23-Apr,London,Kelvin Kiptum,1,2:01:25,7285,7557,1.07330130404942,534,1,2023.31,0,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Geoffrey Kamworor,2,2:04:23,7463,,,,1,2023.31,0,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Tamirat Tola,3,2:04:59,7499,,,,1,2023.31,0,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Leul Gebresilase,4,2:05:45,7545,,,,1,2023.31,0,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Seifu Tura Abdiwak,5,2:06:38,7598,,,,1,2023.31,0,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Emile Cairess,6,2:08:07,7687,,,,1,2023.31,0,127,161,-34,12,NE,7,N,,
2023,1-Jan,23-Apr,London,Brett Robinson,7,2:10:19,7819,,,,1,2023.31,0,127,161,-34,12,NE,7,N,,
2024,1-Jan,21-Apr,London,Alexander Mutiso Munyao,1,2:04:01,7441,7620,1.04824620346728,359,1,2024.31,0,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Kenenisa Bekele,2,2:04:15,7455,,,,1,2024.31,0,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Emile Cairess,3,2:06:46,7606,,,,1,2024.31,0,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Mahamed Mahamed,4,2:07:05,7625,,,,1,2024.31,0,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Hassan Chadi,5,2:07:30,7650,,,,1,2024.31,0,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Henok Tesfay,6,2:09:22,7762,,,,1,2024.31,0,127,161,-34,8,SSW,12,N,,
2024,1-Jan,21-Apr,London,Hendrik Pfeifer,7,2:10:00,7800,,,,1,2024.31,0,127,161,-34,8,SSW,12,N,,
2010,1-Jan,26-Sep,Berlin,Patrick Makau,1,2:05:08,7508,7628,1.03409696323921,256,0,2010.74,0,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Geoffrey Mutai,2,2:05:10,7510,,,,0,2010.74,0,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Bazu Worku,3,2:05:25,7525,,,,0,2010.74,0,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Yemane Tsegay,4,2:07:52,7672,,,,0,2010.74,0,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Eliud Kiptanui,5,2:08:05,7685,,,,0,2010.74,0,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Bernard Kipyego,6,2:08:50,7730,,,,0,2010.74,0,73,79,-6,11,E,7,Y,,
2010,1-Jan,26-Sep,Berlin,Tadese Abraham,7,2:09:24,7764,,,,0,2010.74,0,73,79,-6,11,E,7,Y,,
2011,1-Jan,25-Sep,Berlin,Patrick Makau,1,2:03:38,7418,7800,1.08034510649771,596,0,2011.73,0,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Stephen Kwelio Chemlany,2,2:07:55,7675,,,,0,2011.73,0,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Edwin Kimaiyo,3,2:09:50,7790,,,,0,2011.73,0,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Felix Limo,4,2:10:38,7838,,,,0,2011.73,0,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Scott Overall,5,2:10:55,7855,,,,0,2011.73,0,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Ricardo Serrano,6,2:13:32,8012,,,,0,2011.73,0,73,79,-6,14,NW,6,N,,
2011,1-Jan,25-Sep,Berlin,Pedro Nimo,7,2:13:34,8014,,,,0,2011.73,0,73,79,-6,14,NW,6,N,,
2012,1-Jan,30-Sep,Berlin,Geoffrey Mutai,1,2:04:15,7455,7628,1.04077800134138,304,0,2012.75,0,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Dennis Kimetto,2,2:04:16,7456,,,,0,2012.75,0,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Geoffrey Kipsang,3,2:06:12,7572,,,,0,2012.75,0,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Nicholas Kamakya,4,2:08:28,7708,,,,0,2012.75,0,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Josphat Keiyo,5,2:08:41,7721,,,,0,2012.75,0,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Josphat Jepkopol,6,2:08:44,7724,,,,0,2012.75,0,73,79,-6,12,E,11,N,,
2012,1-Jan,30-Sep,Berlin,Jonathan Maiyo,7,2:09:19,7759,,,,0,2012.75,0,73,79,-6,12,E,11,N,,
2013,1-Jan,29-Sep,Berlin,Wilson Kipsang,1,2:03:23,7403,7631,1.05686883695799,421,0,2013.74,0,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Eliud Kipchoge,2,2:04:05,7445,,,,0,2013.74,0,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Geoffrey Kipsang,3,2:06:26,7586,,,,0,2013.74,0,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Stephen Kwelio Chemlany,4,2:07:44,7664,,,,0,2013.74,0,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Maswai Kiptanui,5,2:08:52,7732,,,,0,2013.74,0,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Marilson Gomes dos Santos,6,2:09:24,7764,,,,0,2013.74,0,73,79,-6,9,WSW,10,N,,
2013,1-Jan,29-Sep,Berlin,Suehiro Ishikawa,7,2:10:24,7824,,,,0,2013.74,0,73,79,-6,9,WSW,10,N,,
2014,1-Jan,28-Sep,Berlin,Dennis Kimetto,1,2:02:57,7377,7563,1.04554697031314,336,0,2014.74,0,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Emmanuel Mutai,2,2:03:13,7393,,,,0,2014.74,0,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Abera Kuma,3,2:05:56,7556,,,,0,2014.74,0,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Geoffrey Kamworor,4,2:06:39,7599,,,,0,2014.74,0,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Eliud Kiptanui,5,2:07:28,7648,,,,0,2014.74,0,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Frankline Chepkwony,6,2:07:35,7655,,,,0,2014.74,0,73,79,-6,14,N,2,N,,
2014,1-Jan,28-Sep,Berlin,Levy Matebo,7,2:08:33,7713,,,,0,2014.74,0,73,79,-6,14,N,2,N,,
2015,1-Jan,27-Sep,Berlin,Eliud Kipchoge,1,2:04:00,7440,7667,1.05255376344086,391,0,2015.74,0,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Eliud Kiptanui,2,2:05:21,7521,,,,0,2015.74,0,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Feyisa Lilesa,3,2:06:57,7617,,,,0,2015.74,0,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Emmanuel Mutai,4,2:07:46,7666,,,,0,2015.74,0,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Geoffrey Mutai,5,2:09:29,7769,,,,0,2015.74,0,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Reid Coolsaet,6,2:10:28,7828,,,,0,2015.74,0,73,79,-6,11,SSE,5,N,,
2015,1-Jan,27-Sep,Berlin,Koen Naert,7,2:10:31,7831,,,,0,2015.74,0,73,79,-6,11,SSE,5,N,,
2016,1-Jan,25-Sep,Berlin,Kenenisa Bekele,1,2:03:03,7383,7592,1.05458485710416,403,1,2016.73,0,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Wilson Kipsang,2,2:03:13,7393,,,,1,2016.73,0,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Evans Chebet,3,2:05:31,7531,,,,1,2016.73,0,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Sisay Lemma,4,2:06:56,7616,,,,1,2016.73,0,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Eliud Kiptanui,5,2:07:47,7667,,,,1,2016.73,0,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Geoffrey Ronoh,6,2:09:29,7769,,,,1,2016.73,0,73,79,-6,14,NW,6,N,,
2016,1-Jan,25-Sep,Berlin,Alfers Lagat,7,2:09:46,7786,,,,1,2016.73,0,73,79,-6,14,NW,6,N,,
2017,1-Jan,24-Sep,Berlin,Eliud Kipchoge,1,2:03:32,7412,7597,1.06368051807879,472,1,2017.73,0,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Guye Adola,2,2:03:46,7426,,,,1,2017.73,0,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Moniset Geremew,3,2:06:09,7569,,,,1,2017.73,0,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Felix Kandie,4,2:06:13,7573,,,,1,2017.73,0,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Vincent Kipruto,5,2:06:14,7574,,,,1,2017.73,0,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Yuta Shitara,6,2:09:03,7743,,,,1,2017.73,0,73,79,-6,14,WSW,7,Y,,
2017,1-Jan,24-Sep,Berlin,Hiroaki Sano,7,2:11:24,7884,,,,1,2017.73,0,73,79,-6,14,WSW,7,Y,,
2018,1-Jan,16-Sep,Berlin,Eliud Kipchoge,1,2:01:39,7299,7638,1.06809151938622,497,1,2018.71,0,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Amos Kipruto,2,2:06:23,7583,,,,1,2018.71,0,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Wilson Kipsang,3,2:06:48,7608,,,,1,2018.71,0,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Shogo Nakamura,4,2:08:16,7696,,,,1,2018.71,0,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Zersenay Tadese,5,2:08:46,7726,,,,1,2018.71,0,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Yuki Sato,6,2:09:18,7758,,,,1,2018.71,0,73,79,-6,16,NNE,6,N,,
2018,1-Jan,16-Sep,Berlin,Okubay Tsegay,7,2:09:56,7796,,,,1,2018.71,0,73,79,-6,16,NNE,6,N,,
2019,1-Jan,29-Sep,Berlin,Kenenisa Bekele,1,2:01:41,7301,7542,1.05574578824819,407,1,2019.74,0,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Birhanu Legese,2,2:02:48,7368,,,,1,2019.74,0,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Sisay Lemma,3,2:03:36,7416,,,,1,2019.74,0,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Jonathan Korir,4,2:06:45,7605,,,,1,2019.74,0,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Felix Kandie,5,2:08:07,7687,,,,1,2019.74,0,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Yohanes Ghebregergish,6,2:08:26,7706,,,,1,2019.74,0,73,79,-6,14,NE,11,Y,,
2019,1-Jan,29-Sep,Berlin,Guojian Dong,7,2:08:28,7708,,,,1,2019.74,0,73,79,-6,14,NE,11,Y,,
2021,1-Jan,26-Sep,Berlin,Guye Adola,1,2:05:45,7545,7680,1.0388336646786,293,1,2021.74,0,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Bethwel Yegon,2,2:06:14,7574,,,,1,2021.74,0,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Kenenisa Bekele,3,2:06:47,7607,,,,1,2021.74,0,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Tadu Abate,4,2:08:24,7704,,,,1,2021.74,0,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Cosmas Muteti,5,2:08:45,7725,,,,1,2021.74,0,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Philemon Kacheran,6,2:09:29,7769,,,,1,2021.74,0,73,79,-6,18,ESE,8,N,,
2021,1-Jan,26-Sep,Berlin,Okbay Tsegay,7,2:10:38,7838,,,,1,2021.74,0,73,79,-6,18,ESE,8,N,,
2022,1-Jan,25-Sep,Berlin,Eliud Kipchoge,1,2:01:09,7269,7555,1.05021323428257,365,1,2022.73,0,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Mark Korir,2,2:05:58,7558,,,,1,2022.73,0,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Tadu Abate,3,2:06:28,7588,,,,1,2022.73,0,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Andamlak Belihu,4,2:06:40,7600,,,,1,2022.73,0,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Abel Kipchumba,5,2:06:49,7609,,,,1,2022.73,0,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Limenih Getachew,6,2:07:07,7627,,,,1,2022.73,0,73,79,-6,13,N,2,N,,
2022,1-Jan,25-Sep,Berlin,Kenya Sonota,7,2:07:14,7634,,,,1,2022.73,0,73,79,-6,13,N,2,N,,
2023,1-Jan,24-Sep,Berlin,Eliud Kipchoge,1,2:02:42,7362,7439,1.0172507470796,127,1,2023.73,0,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Vincent Kipkemoi,2,2:03:13,7393,,,,1,2023.73,0,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Tadese Takele,3,2:03:24,7404,,,,1,2023.73,0,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Ronld Korir,4,2:04:22,7462,,,,1,2023.73,0,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Haftu Teklu,5,2:04:42,7482,,,,1,2023.73,0,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Andualem Belay Shiferaw,6,2:04:44,7484,,,,1,2023.73,0,73,79,-6,13,E,5,N,,
2023,1-Jan,24-Sep,Berlin,Amos Kipruto,7,2:04:49,7489,,,,1,2023.73,0,73,79,-6,13,E,5,N,,
2024,1-Jan,29-Sep,Berlin,Milkesa Mengesha,1,2:03:17,7397,7447,1.01568203325673,116,1,2024.74,0,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Cybrian Kotut,2,2:03:22,7402,,,,1,2024.74,0,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Haymanot Alew,3,2:03:31,7411,,,,1,2024.74,0,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Stephen Kiprop,4,2:03:37,7417,,,,1,2024.74,0,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Hailemariyam Kiros,5,2:04:35,7475,,,,1,2024.74,0,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Yohei Ikeda,6,2:05:12,7512,,,,1,2024.74,0,73,79,-6,9,E,8,N,,
2024,1-Jan,29-Sep,Berlin,Tadese Takele,7,2:05:13,7513,,,,1,2024.74,0,73,79,-6,9,E,8,N,,
2010,1-Jan,10-Oct,Chicago,Sammy Wanjiru,1,2:06:24,7584,7709,1.03481012658228,264,0,2010.78,0,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Tsegaye Kebede,2,2:06:43,7603,,,,0,2010.78,0,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Feyisa Lilesa,3,2:08:10,7690,,,,0,2010.78,0,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Wesley Korir,4,2:08:44,7724,,,,0,2010.78,0,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Vincent Kipruto,5,2:09:08,7748,,,,0,2010.78,0,74,73,1,16,SE,1,N,,
2010,1-Jan,10-Oct,Chicago,Robert Kiprono Cheruiyot,6,2:09:28,7768,,,,0,2010.78,0,74,73,1,16,SE,1,N,,
