year,sample_date,date,event_m,rank,mark,time,athlete,dob,country,position,age,venue,score,frac,frac_year
2005,1-Jan,30-Oct-05,Marathon,23,2:25:12,8712,Alevtina BIKTIMIROVA,10-Sep-82,RUS,1,,Frankfurt (GER),1162,0.830555556,2005.830556
2005,1-Jan,20-Nov-05,Marathon,24,2:25:15,8715,Živilé BALČIUNAITĖ,3-Apr-79,LTU,2,,Tokyo (JPN),1162,0.886111111,2005.886111
2005,1-Jan,13-Mar-05,Marathon,25,2:25:21,8721,Yasuko HASHIMOTO,12-Aug-75,JPN,4,,Nagoya (JPN),1161,0.2,2005.2
2005,1-Jan,17-Apr-05,Marathon,26,2:25:22,8722,Margaret OKAYO,30-May-76,KEN,4,,London (GBR),1161,0.294444444,2005.294444
2005,1-Jan,14-Aug-05,Marathon,27,2:25:46,8746,Harumi HIROYAMA-SUZUKI,2-Sep-68,JPN,8,,"Olympiastadion, Helsinki (FIN)",1157,0.619444444,2005.619444
2005,1-Jan,28-Aug-05,Marathon,27,2:25:46,8746,Masako CHIBA,18-Jul-76,JPN,1,,Sapporo (JPN),1157,0.658333333,2005.658333
2005,1-Jan,13-Mar-05,Marathon,29,2:25:55,8755,Yanan WEI,6-Dec-81,CHN,2,,Seoul (KOR),1156,0.2,2005.2
2005,1-Jan,30-Jan-05,Marathon,30,2:25:56,8756,Harumi HIROYAMA-SUZUKI,2-Sep-68,JPN,3,,Osaka (JPN),1155,0.080555556,2005.080556
2005,1-Jan,9-Oct-05,Marathon,31,2:26:00,8760,Masako CHIBA,18-Jul-76,JPN,3,,"Chicago, IL (USA)",1155,0.772222222,2005.772222
2005,1-Jan,13-Mar-05,Marathon,32,2:26:02,8762,Kiyomi OGAWA,15-Sep-81,JPN,5,,Nagoya (JPN),1154,0.2,2005.2
2005,1-Jan,6-Mar-05,Marathon,33,2:26:11,8771,Lyubov DENISOVA,6-Oct-71,RUS,1,,"Los Angeles, CA (USA)",1153,0.180555556,2005.180556
2005,1-Jan,14-Aug-05,Marathon,34,2:26:14,8774,Hellen Jemaiyo KIMUTAI,28-Dec-77,KEN,9,,"Olympiastadion, Helsinki (FIN)",1153,0.619444444,2005.619444
2005,1-Jan,28-Aug-05,Marathon,34,2:26:14,8774,Kiyoko SHIMAHARA,22-Dec-76,JPN,2,,Sapporo (JPN),1153,0.658333333,2005.658333
2005,1-Jan,30-Oct-05,Marathon,36,2:26:26,8786,Marleen RENDERS,24-Dec-68,BEL,2,,Frankfurt (GER),1151,0.830555556,2005.830556
2005,1-Jan,17-Apr-05,Marathon,37,2:26:29,8789,Lyudmila PETROVA,7-Oct-68,RUS,5,,London (GBR),1150,0.294444444,2005.294444
2005,1-Jan,14-Aug-05,Marathon,37,2:26:29,8789,Megumi TANAKA-OSHIMA,4-Sep-75,JPN,10,,"Olympiastadion, Helsinki (FIN)",1150,0.619444444,2005.619444
2005,1-Jan,17-Apr-05,Marathon,39,2:26:32,8792,Benita WILLIS-JOHNSON,6-May-79,AUS,6,,London (GBR),1150,0.294444444,2005.294444
2005,1-Jan,8-May-05,Marathon,40,2:26:46,8806,Luminita ZAITUC,9-Oct-68,GER,1,,Düsseldorf (GER),1147,0.352777778,2005.352778
2005,1-Jan,14-Aug-05,Marathon,41,2:26:50,8810,Madaí PÉREZ,2-Feb-80,MEX,11,,"Olympiastadion, Helsinki (FIN)",1147,0.619444444,2005.619444
2005,1-Jan,20-Nov-05,Marathon,41,2:26:50,8810,Elfinesh ALEMU,15-Mar-75,ETH,3,,Tokyo (JPN),1147,0.886111111,2005.886111
2005,1-Jan,30-Jan-05,Marathon,43,2:26:55,8815,Miki OYAMA,22-Oct-79,JPN,4,,Osaka (JPN),1146,0.080555556,2005.080556
2005,1-Jan,20-Nov-05,Marathon,43,2:26:55,8815,Svetlana ZAKHAROVA,15-Sep-70,RUS,4,,Tokyo (JPN),1146,0.886111111,2005.886111
2005,1-Jan,30-Jan-05,Marathon,45,2:27:01,8821,Lidia ŞIMON,4-Sep-73,ROU,5,,Osaka (JPN),1145,0.080555556,2005.080556
2005,1-Jan,10-Apr-05,Marathon,45,2:27:01,8821,Lidiya GRIGORYEVA,21-Jan-74,RUS,1,,Paris (FRA),1145,0.275,2005.275
2005,1-Jan,17-Apr-05,Marathon,45,2:27:01,8821,Joyce CHEPCHUMBA,6-Nov-70,KEN,7,,London (GBR),1145,0.294444444,2005.294444
2005,1-Jan,24-Apr-05,Marathon,48,2:27:06,8826,Edith MASAI,4-Apr-67,KEN,1,,Hamburg (GER),1144,0.313888889,2005.313889
2005,1-Jan,14-Aug-05,Marathon,49,2:27:14,8834,Galina KARNATSEVICH,2-Nov-69,BLR,12,,"Olympiastadion, Helsinki (FIN)",1143,0.619444444,2005.619444
2005,1-Jan,10-Apr-05,Marathon,50,2:27:18,8838,Florence BARSOSIO,11-Aug-76,KEN,2,,Paris (FRA),1142,0.275,2005.275
2005,1-Jan,13-Mar-05,Marathon,51,2:27:22,8842,Chieko YAMAZAKI,28-May-77,JPN,6,,Nagoya (JPN),1142,0.2,2005.2
2005,1-Jan,25-Sep-05,Marathon,52,2:27:34,8854,Luminita ZAITUC,9-Oct-68,GER,2,,Berlin (GER),1140,0.733333333,2005.733333
2005,1-Jan,16-Oct-05,Marathon,53,2:27:35,8855,Weiwei SUN,13-Jan-85,CHN,3,,Beijing (CHN),1140,0.791666667,2005.791667
2005,1-Jan,10-Apr-05,Marathon,54,2:27:36,8856,Lornah KIPLAGAT,1-May-74,NED,1,,Rotterdam (NED),1140,0.275,2005.275
2005,1-Jan,10-Apr-05,Marathon,55,2:27:38,8858,Asha GIGI,15-Oct-73,ETH,3,,Paris (FRA),1139,0.275,2005.275
2005,1-Jan,20-Nov-05,Marathon,55,2:27:38,8858,Mara YAMAUCHI,13-Aug-73,GBR,5,,Tokyo (JPN),1139,0.886111111,2005.886111
2005,1-Jan,13-Mar-05,Marathon,57,2:27:40,8860,Yoko SHIBUI,14-Mar-79,JPN,7,,Nagoya (JPN),1139,0.2,2005.2
2005,1-Jan,16-Oct-05,Marathon,58,2:27:41,8861,Shujing ZHANG,13-Sep-78,CHN,4,,Beijing (CHN),1139,0.791666667,2005.791667
2005,1-Jan,14-Aug-05,Marathon,59,2:27:46,8866,Dorota GRUCA,5-Dec-70,POL,13,,"Olympiastadion, Helsinki (FIN)",1138,0.619444444,2005.619444
2005,1-Jan,10-Apr-05,Marathon,60,2:28:04,8884,Rosaria CONSOLE,17-Dec-79,ITA,4,,Paris (FRA),1135,0.275,2005.275
2005,1-Jan,30-Jan-05,Marathon,61,2:28:07,8887,Hiromi OMINAMI,15-Nov-75,JPN,6,,Osaka (JPN),1135,0.080555556,2005.080556
2005,1-Jan,6-Mar-05,Marathon,62,2:28:10,8890,Živilé BALČIUNAITĖ,3-Apr-79,LTU,2,,"Los Angeles, CA (USA)",1134,0.180555556,2005.180556
2005,1-Jan,17-Apr-05,Marathon,63,2:28:21,8901,Albina MAYOROVA,16-May-77,RUS,1,,Nagano (JPN),1133,0.294444444,2005.294444
2005,1-Jan,25-Sep-05,Marathon,64,2:28:27,8907,Askale Magarsa TAFA,27-Sep-84,ETH,3,,Berlin (GER),1132,0.733333333,2005.733333
2005,1-Jan,30-Jan-05,Marathon,65,2:28:34,8914,Mihaela Maria BOTEZAN-PRUNDUS,21-Nov-76,ROU,7,,Osaka (JPN),1131,0.080555556,2005.080556
2005,1-Jan,6-Mar-05,Marathon,66,2:28:36,8916,Hellen Jemaiyo KIMUTAI,28-Dec-77,KEN,3,,"Los Angeles, CA (USA)",1130,0.180555556,2005.180556
2005,1-Jan,9-Oct-05,Marathon,67,2:28:40,8920,Colleen DE REUCK,13-Apr-64,USA,4,,"Chicago, IL (USA)",1130,0.772222222,2005.772222
2005,1-Jan,22-May-05,Marathon,68,2:28:42,8922,Salina Jebet KOSGEI,16-Nov-76,KEN,1,,Praha (CZE),1129,0.391666667,2005.391667
2005,1-Jan,24-Apr-05,Marathon,69,2:28:46,8926,Małgorzata SOBAŃSKA,25-Apr-69,POL,2,,Hamburg (GER),1129,0.313888889,2005.313889
2005,1-Jan,10-Apr-05,Marathon,70,2:28:48,8928,Corinne RAUX,16-Aug-76,FRA,5,,Paris (FRA),1128,0.275,2005.275
2005,1-Jan,4-Dec-05,Marathon,70,2:28:48,8928,Hellen Jemaiyo KIMUTAI,28-Dec-77,KEN,1,,Milano (ITA),1128,0.925,2005.925
2005,1-Jan,9-Oct-05,Marathon,72,2:28:50,8930,Eri HAYAKAWA,15-Nov-81,JPN,5,,"Chicago, IL (USA)",1128,0.772222222,2005.772222
2005,1-Jan,6-Mar-05,Marathon,73,2:29:00,8940,Dulce María RODRÍGUEZ,14-Aug-72,MEX,1,,Torreón (MEX),1127,0.180555556,2005.180556
2005,1-Jan,17-Apr-05,Marathon,74,2:29:01,8941,Sonia O'SULLIVAN,28-Nov-69,IRL,8,,London (GBR),1126,0.294444444,2005.294444
2005,1-Jan,9-Oct-05,Marathon,75,2:29:10,8950,Blake PHILLIPS-RUSSELL,24-Jul-75,USA,6,,"Chicago, IL (USA)",1125,0.772222222,2005.772222
2005,1-Jan,28-Aug-05,Marathon,76,2:29:15,8955,Chika HORIE,15-Feb-81,JPN,3,,Sapporo (JPN),1124,0.658333333,2005.658333
2005,1-Jan,13-Mar-05,Marathon,77,2:29:18,8958,Helena JAVORNIK,26-Mar-66,SLO,3,,Seoul (KOR),1124,0.2,2005.2
2005,1-Jan,30-Oct-05,Marathon,78,2:29:30,8970,Robe GUTA,12-Oct-86,ETH,3,,Frankfurt (GER),1122,0.830555556,2005.830556
2005,1-Jan,14-Aug-05,Marathon,79,2:29:43,8983,Yong-Ok JONG,24-Jan-81,PRK,14,,"Olympiastadion, Helsinki (FIN)",1120,0.619444444,2005.619444
2005,1-Jan,10-Apr-05,Marathon,80,2:29:44,8984,Irina PERMITINA,3-Feb-68,RUS,6,,Paris (FRA),1120,0.275,2005.275
2005,1-Jan,30-Oct-05,Marathon,81,2:29:45,8985,Mary PTIKANY,1978,KEN,4,,Frankfurt (GER),1120,0.830555556,2005.830556
2005,1-Jan,24-Apr-05,Marathon,82,2:29:49,8989,Claudia DREHER,2-May-71,GER,3,,Hamburg (GER),1119,0.313888889,2005.313889
2005,1-Jan,13-Mar-05,Marathon,83,2:29:54,8994,Workenesh TOLA,6-Jun-77,ETH,4,,Seoul (KOR),1118,0.2,2005.2
2005,1-Jan,16-Oct-05,Marathon,84,2:29:56,8996,Lyudmyla PUSKINA,2-Oct-65,UKR,1,,"Columbus, OH (USA)",1118,0.791666667,2005.791667
2005,1-Jan,13-Mar-05,Marathon,85,2:29:58,8998,Shujing ZHANG,13-Sep-78,CHN,5,,Seoul (KOR),1117,0.2,2005.2
2005,1-Jan,26-Mar-05,Marathon,85,2:29:58,8998,Chunxiu ZHOU,15-Nov-78,CHN,1,,Xiamen (CHN),1117,0.236111111,2005.236111
2005,1-Jan,9-Oct-05,Marathon,87,2:30:01,9001,Kathy BUTLER,22-Oct-73,GBR,7,,"Chicago, IL (USA)",1117,0.772222222,2005.772222
2005,1-Jan,11-Dec-05,Marathon,88,2:30:03,9003,Lyudmila KORCHAGINA,26-Jul-71,CAN,1,,"Dallas, TX (USA)",1117,0.944444444,2005.944444
2005,1-Jan,16-Oct-05,Marathon,89,2:30:06,9006,Kutre DULECHA,22-Aug-78,ETH,1,,Amsterdam (NED),1116,0.791666667,2005.791667
2005,1-Jan,10-Apr-05,Marathon,90,2:30:11,9011,Irina TIMOFEYEVA,5-Apr-70,RUS,7,,Paris (FRA),1115,0.275,2005.275
2005,1-Jan,22-May-05,Marathon,91,2:30:14,9014,Larisa ZYUZKO,27-Apr-69,RUS,2,,Praha (CZE),1115,0.391666667,2005.391667
2005,1-Jan,30-Jan-05,Marathon,92,2:30:15,9015,Mizuho NASUKAWA,22-Nov-79,JPN,8,,Osaka (JPN),1115,0.080555556,2005.080556
2005,1-Jan,11-Dec-05,Marathon,93,2:30:24,9024,Olesya NURGALIEVA,9-Jan-76,RUS,1,,"Honolulu, HI (USA)",1113,0.944444444,2005.944444
2005,1-Jan,14-Aug-05,Marathon,94,2:30:28,9028,Mari OZAKI,16-Jul-75,JPN,15,,"Olympiastadion, Helsinki (FIN)",1113,0.619444444,2005.619444
2005,1-Jan,14-Aug-05,Marathon,95,2:30:38,9038,Asha GIGI,15-Oct-73,ETH,16,,"Olympiastadion, Helsinki (FIN)",1111,0.619444444,2005.619444
2005,1-Jan,17-Apr-05,Marathon,96,2:30:41,9041,Beatrice OMWANZA,24-Feb-74,KEN,1,,Torino (ITA),1111,0.294444444,2005.294444
2005,1-Jan,30-Jan-05,Marathon,97,2:30:45,9045,Anastasia Njambi NDEREBA,27-Sep-74,KEN,9,,Osaka (JPN),1110,0.080555556,2005.080556
2005,1-Jan,6-Mar-05,Marathon,98,2:30:48,9048,Dire TUNE,19-Jun-85,ETH,4,,"Los Angeles, CA (USA)",1110,0.180555556,2005.180556
2005,1-Jan,17-Apr-05,Marathon,99,2:30:54,9054,Mulu SEBOKA,25-Sep-84,ETH,9,,London (GBR),1109,0.294444444,2005.294444
2005,1-Jan,9-Oct-05,Marathon,100,2:31:03,9063,Tatyana PETROVA,8-Apr-83,RUS,8,,"Chicago, IL (USA)",1107,0.772222222,2005.772222
2004,1-Jan,26-Sep-04,Marathon,1,2:19:41,8381,Yoko SHIBUI,14-Mar-79,JPN,1,,Berlin (GER),1215,0.736111111,2004.736111
2004,1-Jan,18-Apr-04,Marathon,2,2:22:35,8555,Margaret OKAYO,30-May-76,KEN,1,,London (GBR),1187,0.297222222,2004.297222
2004,1-Jan,26-Sep-04,Marathon,3,2:23:26,8606,Hiromi OMINAMI,15-Nov-75,JPN,2,,Berlin (GER),1179,0.736111111,2004.736111
2004,1-Jan,27-Mar-04,Marathon,4,2:23:28,8608,Chunxiu ZHOU,15-Nov-78,CHN,1,,Xiamen (CHN),1179,0.238888889,2004.238889
2004,1-Jan,10-Oct-04,Marathon,5,2:23:45,8625,Constantina DITA-TOMESCU,23-Jan-70,ROU,1,,"Chicago, IL (USA)",1176,0.775,2004.775
2004,1-Jan,14-Mar-04,Marathon,6,2:23:57,8637,Reiko TOSA,11-Jun-76,JPN,1,,Nagoya (JPN),1174,0.202777778,2004.202778
2004,1-Jan,17-Oct-04,Marathon,7,2:24:11,8651,Yingjie SUN,19-Jan-79,CHN,1,,Beijing (CHN),1172,0.794444444,2004.794444
2004,1-Jan,4-Apr-04,Marathon,8,2:24:32,8672,Salina Jebet KOSGEI,16-Nov-76,KEN,1,,Paris (FRA),1169,0.258333333,2004.258333
2004,1-Jan,10-Oct-04,Marathon,9,2:24:33,8673,Nuţa OLARU,28-Aug-70,ROU,2,,"Chicago, IL (USA)",1169,0.775,2004.775
2004,1-Jan,14-Mar-04,Marathon,10,2:24:47,8687,Megumi TANAKA-OSHIMA,4-Sep-75,JPN,2,,Nagoya (JPN),1166,0.202777778,2004.202778
2004,1-Jan,10-Oct-04,Marathon,11,2:25:01,8701,Svetlana ZAKHAROVA,15-Sep-70,RUS,3,,"Chicago, IL (USA)",1164,0.775,2004.775
2004,1-Jan,25-Jan-04,Marathon,12,2:25:29,8729,Naoko SAKAMOTO,14-Nov-80,JPN,1,,Osaka (JPN),1160,0.066666667,2004.066667
2004,1-Jan,18-Apr-04,Marathon,13,2:26:02,8762,Lyudmila PETROVA,7-Oct-68,RUS,2,,London (GBR),1154,0.297222222,2004.297222
2004,1-Jan,4-Apr-04,Marathon,14,2:26:05,8765,Asha GIGI,15-Oct-73,ETH,2,,Paris (FRA),1154,0.258333333,2004.258333
2004,1-Jan,4-Apr-04,Marathon,15,2:26:10,8770,Zhor EL KAMCH,15-Mar-73,MAR,1,,Rotterdam (NED),1153,0.258333333,2004.258333
2004,1-Jan,14-Mar-04,Marathon,16,2:26:17,8777,Eun-jung LEE,21-Apr-81,KOR,1,,Seoul (KOR),1152,0.202777778,2004.202778
2004,1-Jan,22-Aug-04,Marathon,17,2:26:20,8780,Mizuki NOGUCHI,3-Jul-78,JPN,1,,"Olympic Stadium, Athina (GRE)",1152,0.641666667,2004.641667
2004,1-Jan,10-Oct-04,Marathon,18,2:26:21,8781,Joyce CHEPCHUMBA,6-Nov-70,KEN,4,,"Chicago, IL (USA)",1151,0.775,2004.775
2004,1-Jan,14-Mar-04,Marathon,19,2:26:22,8782,Workenesh TOLA,6-Jun-77,ETH,2,,Seoul (KOR),1151,0.202777778,2004.202778
2004,1-Jan,22-Aug-04,Marathon,20,2:26:32,8792,Catherine NDEREBA,21-Jul-72,KEN,2,,"Olympic Stadium, Athina (GRE)",1150,0.641666667,2004.641667
2004,1-Jan,21-Nov-04,Marathon,21,2:26:34,8794,Bruna GENOVESE,24-Sep-76,ITA,1,,Tokyo (JPN),1149,0.888888889,2004.888889
2004,1-Jan,21-Nov-04,Marathon,22,2:26:43,8803,Kiyoko SHIMAHARA,22-Dec-76,JPN,2,,Tokyo (JPN),1148,0.888888889,2004.888889
2004,1-Jan,29-Aug-04,Marathon,23,2:26:50,8810,Masako CHIBA,18-Jul-76,JPN,1,,Sapporo (JPN),1147,0.661111111,2004.661111
2004,1-Jan,3-Oct-04,Marathon,24,2:26:51,8811,Irina PERMITINA,3-Feb-68,RUS,1,,St. Paul (USA),1147,0.755555556,2004.755556
2004,1-Jan,18-Apr-04,Marathon,25,2:26:52,8812,Constantina DITA-TOMESCU,23-Jan-70,ROU,3,,London (GBR),1147,0.297222222,2004.297222
2004,1-Jan,26-Sep-04,Marathon,26,2:26:53,8813,Sonja OBEREM-KROLIK,24-Feb-73,GER,3,,Berlin (GER),1146,0.736111111,2004.736111
2004,1-Jan,21-Nov-04,Marathon,27,2:26:58,8818,Elfinesh ALEMU,15-Mar-75,ETH,3,,Tokyo (JPN),1146,0.888888889,2004.888889
2004,1-Jan,21-Nov-04,Marathon,28,2:27:02,8822,Masako CHIBA,18-Jul-76,JPN,4,,Tokyo (JPN),1145,0.888888889,2004.888889
2004,1-Jan,14-Mar-04,Marathon,29,2:27:06,8826,Aki FUJIKAWA,14-Nov-78,JPN,3,,Nagoya (JPN),1144,0.202777778,2004.202778
2004,1-Jan,4-Apr-04,Marathon,30,2:27:08,8828,Madaí PÉREZ,2-Feb-80,MEX,2,,Rotterdam (NED),1144,0.258333333,2004.258333
2004,1-Jan,26-Sep-04,Marathon,31,2:27:19,8839,Beatrice OMWANZA,24-Feb-74,KEN,4,,Berlin (GER),1142,0.736111111,2004.736111
2004,1-Jan,22-Aug-04,Marathon,32,2:27:20,8840,Deena KASTOR,14-Feb-73,USA,3,,"Olympic Stadium, Athina (GRE)",1142,0.641666667,2004.641667
2004,1-Jan,18-Apr-04,Marathon,33,2:27:25,8845,Albina MAYOROVA,16-May-77,RUS,4,,London (GBR),1141,0.297222222,2004.297222
2004,1-Jan,3-Oct-04,Marathon,34,2:27:27,8847,Silviya SKVORTSOVA,16-Nov-74,RUS,2,,St. Paul (USA),1141,0.755555556,2004.755556
2004,1-Jan,21-Nov-04,Marathon,35,2:27:28,8848,Živilé BALČIUNAITĖ,3-Apr-79,LTU,5,,Tokyo (JPN),1141,0.888888889,2004.888889
2004,1-Jan,17-Oct-04,Marathon,36,2:27:33,8853,Helena JAVORNIK,26-Mar-66,SLO,1,,Amsterdam (NED),1140,0.794444444,2004.794444
2004,1-Jan,13-Dec-04,Marathon,36,2:27:33,8853,Lyubov MORGUNOVA,14-Jan-71,RUS,1,,"Honolulu, HI (USA)",1140,0.95,2004.95
2004,1-Jan,25-Jan-04,Marathon,38,2:27:38,8858,Masako CHIBA,18-Jul-76,JPN,2,,Osaka (JPN),1139,0.066666667,2004.066667
2004,1-Jan,25-Jan-04,Marathon,39,2:27:40,8860,Hiromi OMINAMI,15-Nov-75,JPN,3,,Osaka (JPN),1139,0.066666667,2004.066667
2004,1-Jan,28-Mar-04,Marathon,40,2:27:49,8869,Ornella FERRARA,17-Apr-68,ITA,1,,Roma (ITA),1138,0.241666667,2004.241667
2004,1-Jan,26-Sep-04,Marathon,41,2:27:54,8874,Leila AMAN,24-Nov-77,ETH,5,,Berlin (GER),1137,0.736111111,2004.736111
2004,1-Jan,14-Mar-04,Marathon,42,2:27:58,8878,Miki OYAMA,22-Oct-79,JPN,4,,Nagoya (JPN),1136,0.202777778,2004.202778
2004,1-Jan,18-Apr-04,Marathon,43,2:28:01,8881,Joyce CHEPCHUMBA,6-Nov-70,KEN,5,,London (GBR),1136,0.297222222,2004.297222
2004,1-Jan,11-Apr-04,Marathon,44,2:28:05,8885,Fatuma ROBA,18-Dec-73,ETH,1,,Nagano (JPN),1135,0.277777778,2004.277778
2004,1-Jan,18-Apr-04,Marathon,45,2:28:10,8890,Svetlana ZAKHAROVA,15-Sep-70,RUS,6,,London (GBR),1134,0.297222222,2004.297222
2004,1-Jan,28-Nov-04,Marathon,46,2:28:11,8891,Rita Jeptoo SITIENEI,15-Feb-81,KEN,1,,Milano (ITA),1134,0.908333333,2004.908333
2004,1-Jan,13-Dec-04,Marathon,46,2:28:11,8891,Eri HAYAKAWA,15-Nov-81,JPN,2,,"Honolulu, HI (USA)",1134,0.95,2004.95
2004,1-Jan,22-Aug-04,Marathon,48,2:28:15,8895,Elfinesh ALEMU,15-Mar-75,ETH,4,,"Olympic Stadium, Athina (GRE)",1134,0.641666667,2004.641667
2004,1-Jan,27-Mar-04,Marathon,49,2:28:17,8897,Helan LI,2-Jan-78,CHN,2,,Xiamen (CHN),1133,0.238888889,2004.238889
2004,1-Jan,10-Oct-04,Marathon,50,2:28:22,8902,Albina MAYOROVA,16-May-77,RUS,5,,"Chicago, IL (USA)",1132,0.775,2004.775
2004,1-Jan,3-Apr-04,Marathon,51,2:28:25,8905,Colleen DE REUCK,13-Apr-64,USA,1,,"St. Louis, MO (USA)",1132,0.255555556,2004.255556
2004,1-Jan,10-Oct-04,Marathon,52,2:28:28,8908,Debellu Shitaye GEMECHU,17-Jun-80,ETH,6,,"Chicago, IL (USA)",1131,0.775,2004.775
2004,1-Jan,27-Mar-04,Marathon,53,2:28:32,8912,Bong-Sil HAM,24-Jul-74,PRK,3,,Xiamen (CHN),1131,0.238888889,2004.238889
2004,1-Jan,18-Apr-04,Marathon,53,2:28:32,8912,Yingjie SUN,19-Jan-79,CHN,7,,London (GBR),1131,0.297222222,2004.297222
2004,1-Jan,10-Oct-04,Marathon,55,2:28:33,8913,Marla RUNYAN,4-Jan-69,USA,7,,"Chicago, IL (USA)",1131,0.775,2004.775
2004,1-Jan,18-Jan-04,Marathon,56,2:28:36,8916,Margarita TAPIA,16-Nov-76,MEX,1,,"Houston, TX (USA)",1130,0.047222222,2004.047222
2004,1-Jan,17-Oct-04,Marathon,57,2:28:42,8922,Chunxiu ZHOU,15-Nov-78,CHN,2,,Beijing (CHN),1129,0.794444444,2004.794444
2004,1-Jan,22-Aug-04,Marathon,58,2:28:44,8924,Reiko TOSA,11-Jun-76,JPN,5,,"Olympic Stadium, Athina (GRE)",1129,0.641666667,2004.641667
2004,1-Jan,18-Apr-04,Marathon,59,2:28:48,8928,Alina IVANOVA,16-Mar-69,RUS,8,,London (GBR),1128,0.297222222,2004.297222
2004,1-Jan,28-Nov-04,Marathon,60,2:28:49,8929,Dorota GRUCA,5-Dec-70,POL,1,,Mazatlán (MEX),1128,0.908333333,2004.908333
2004,1-Jan,18-Apr-04,Marathon,61,2:28:57,8937,Emily Chepar KIMURIA,10-Jun-75,KEN,1,,Hamburg (GER),1127,0.297222222,2004.297222
2004,1-Jan,18-Apr-04,Marathon,62,2:28:58,8938,Alice CHELANGAT,27-Dec-76,KEN,2,,Hamburg (GER),1127,0.297222222,2004.297222
2004,1-Jan,28-Mar-04,Marathon,63,2:29:03,8943,Bruna GENOVESE,24-Sep-76,ITA,2,,Roma (ITA),1126,0.241666667,2004.241667
2004,1-Jan,4-Apr-04,Marathon,64,2:29:19,8959,Corinne RAUX,16-Aug-76,FRA,3,,Paris (FRA),1124,0.258333333,2004.258333
2004,1-Jan,16-May-04,Marathon,65,2:29:22,8962,Rosaria CONSOLE,17-Dec-79,ITA,1,,Wien (AUT),1123,0.375,2004.375
2004,1-Jan,21-Nov-04,Marathon,66,2:29:24,8964,Yingjie SUN,19-Jan-79,CHN,6,,Tokyo (JPN),1123,0.888888889,2004.888889
2004,1-Jan,27-Mar-04,Marathon,67,2:29:27,8967,Yu WANG,27-Feb-84,CHN,4,,Xiamen (CHN),1122,0.238888889,2004.238889
2004,1-Jan,4-Apr-04,Marathon,68,2:29:30,8970,Larisa ZYUZKO,27-Apr-69,RUS,4,,Paris (FRA),1122,0.258333333,2004.258333
2004,1-Jan,3-Apr-04,Marathon,69,2:29:38,8978,Deena KASTOR,14-Feb-73,USA,2,,"St. Louis, MO (USA)",1121,0.255555556,2004.255556
2004,1-Jan,25-Apr-04,Marathon,70,2:29:40,8980,Tegla LOROUPE,9-May-73,KEN,1,,Leipzig (GER),1120,0.316666667,2004.316667
2004,1-Jan,29-Aug-04,Marathon,71,2:29:43,8983,Mai TAGAMI,22-Jan-80,JPN,2,,Sapporo (JPN),1120,0.661111111,2004.661111
2004,1-Jan,17-Oct-04,Marathon,72,2:29:46,8986,Emily Chepar KIMURIA,10-Jun-75,KEN,2,,Amsterdam (NED),1119,0.794444444,2004.794444
2004,1-Jan,31-Oct-04,Marathon,73,2:29:48,8988,Olesya NURGALIEVA,9-Jan-76,RUS,1,,Frankfurt (GER),1119,0.833333333,2004.833333
2004,1-Jan,25-Jan-04,Marathon,74,2:29:49,8989,Mizuho NASUKAWA,22-Nov-79,JPN,4,,Osaka (JPN),1119,0.066666667,2004.066667
2004,1-Jan,31-Oct-04,Marathon,74,2:29:49,8989,Yelena NURGALIEVA,9-Jan-76,RUS,2,,Frankfurt (GER),1119,0.833333333,2004.833333
2004,1-Jan,27-Mar-04,Marathon,76,2:29:53,8993,Shujing ZHANG,13-Sep-78,CHN,5,,Xiamen (CHN),1118,0.238888889,2004.238889
2004,1-Jan,4-Apr-04,Marathon,77,2:29:56,8996,Olga KOVPOTINA,10-Jan-68,RUS,5,,Paris (FRA),1118,0.258333333,2004.258333
2004,1-Jan,3-Apr-04,Marathon,78,2:29:57,8997,Jennifer RHINES,1-Jul-74,USA,3,,"St. Louis, MO (USA)",1118,0.255555556,2004.255556
2004,1-Jan,17-Oct-04,Marathon,79,2:29:58,8998,Yanyan DAI,8-Jan-80,CHN,3,,Beijing (CHN),1117,0.794444444,2004.794444
2004,1-Jan,4-Apr-04,Marathon,80,2:30:07,9007,Annemette JENSEN,11-Apr-72,DEN,1,,Zürich (SUI),1116,0.258333333,2004.258333
2004,1-Jan,14-Mar-04,Marathon,81,2:30:11,9011,Fumi MURATA,13-Mar-75,JPN,5,,Nagoya (JPN),1115,0.202777778,2004.202778
2004,1-Jan,14-Mar-04,Marathon,82,2:30:14,9014,Shujing ZHANG,13-Sep-78,CHN,3,,Seoul (KOR),1115,0.202777778,2004.202778
2004,1-Jan,14-Mar-04,Marathon,83,2:30:15,9015,Takami OMINAMI,15-Nov-75,JPN,6,,Nagoya (JPN),1115,0.202777778,2004.202778
2004,1-Jan,4-Apr-04,Marathon,83,2:30:15,9015,Yelena BURYKINA,7-May-72,RUS,3,,Rotterdam (NED),1115,0.258333333,2004.258333
2004,1-Jan,14-Mar-04,Marathon,85,2:30:16,9016,Maya NISHIO,19-Dec-78,JPN,7,,Nagoya (JPN),1115,0.202777778,2004.202778
2004,1-Jan,7-Mar-04,Marathon,86,2:30:17,9017,Tetyana POZDNYAKOVA,4-Mar-56,UKR,1,,"Los Angeles, CA (USA)",1115,0.183333333,2004.183333
