year,sample_date,date,event_m,rank,mark,time,athlete,dob,country,position,age,venue,score,frac,frac_year
2024,1-Jan,13-Oct-24,Marathon,1,2:09:56,7796,Ruth CHEPNGETICH,8-Aug-94,KEN,1,,"Chicago, IL (USA)",1312,0.783333333,2024.783333
2024,1-Jan,3-Mar-24,Marathon,2,2:15:55,8155,Sutume Asefa KEBEDE,11-Dec-94,ETH,1,,Tokyo (JPN),1252,0.172222222,2024.172222
2024,1-Jan,7-Jan-24,Marathon,3,2:16:07,8167,Tigist KETEMA,15-Sep-98,ETH,1,,Dubai (UAE),1250,0.016666667,2024.016667
2024,1-Jan,3-Mar-24,Marathon,4,2:16:14,8174,Rosemary WANJIRU,9-Dec-94,KEN,2,,Tokyo (JPN),1249,0.172222222,2024.172222
2024,1-Jan,21-Apr-24,Marathon,5,2:16:16,8176,Peres JEPCHIRCHIR,27-Sep-93,KEN,1,,London (GBR),1249,0.305555556,2024.305556
2024,1-Jan,21-Apr-24,Marathon,6,2:16:23,8183,Tigst ASSEFA,3-Dec-96,ETH,2,,London (GBR),1248,0.305555556,2024.305556
2024,1-Jan,21-Apr-24,Marathon,7,2:16:24,8184,Joyciline JEPKOSGEI,28-Dec-93,KEN,3,,London (GBR),1247,0.305555556,2024.305556
2024,1-Jan,21-Apr-24,Marathon,8,2:16:34,8194,Megertu ALEMU,12-Oct-97,ETH,4,,London (GBR),1246,0.305555556,2024.305556
2024,1-Jan,29-Sep-24,Marathon,9,2:16:42,8202,Tigist KETEMA,15-Sep-98,ETH,1,,Berlin (GER),1244,0.744444444,2024.744444
2024,1-Jan,1-Dec-24,Marathon,10,2:16:49,8209,Megertu ALEMU,12-Oct-97,ETH,1,,Valencia (ESP),1243,0.916666667,2024.916667
2024,1-Jan,20-Oct-24,Marathon,11,2:16:52,8212,Yalemzerf YEHUALAW,3-Aug-99,ETH,1,,Amsterdam (NED),1243,0.802777778,2024.802778
2024,1-Jan,3-Mar-24,Marathon,12,2:16:58,8218,Amane Beriso SHANKULE,13-Oct-91,ETH,3,,Tokyo (JPN),1242,0.172222222,2024.172222
2024,1-Jan,27-Oct-24,Marathon,13,2:17:25,8245,Hawi FEYSA,1-Feb-99,ETH,1,,Frankfurt (GER),1237,0.822222222,2024.822222
2024,1-Jan,13-Oct-24,Marathon,14,2:17:32,8252,Sutume Asefa KEBEDE,11-Dec-94,ETH,2,,"Chicago, IL (USA)",1236,0.783333333,2024.783333
2024,1-Jan,13-Oct-24,Marathon,15,2:17:51,8271,Irine Chepet CHEPTAI,4-Feb-92,KEN,3,,"Chicago, IL (USA)",1233,0.783333333,2024.783333
2024,1-Jan,3-Mar-24,Marathon,16,2:18:05,8285,Sifan HASSAN,1-Jan-93,NED,4,,Tokyo (JPN),1231,0.172222222,2024.172222
2024,1-Jan,7-Jan-24,Marathon,17,2:18:09,8289,Ruti AGA,16-Jan-94,ETH,2,,Dubai (UAE),1230,0.016666667,2024.016667
2024,1-Jan,28-Apr-24,Marathon,18,2:18:22,8302,Irine Chepet CHEPTAI,4-Feb-92,KEN,1,,Hamburg (GER),1228,0.325,2024.325
2024,1-Jan,28-Apr-24,Marathon,19,2:18:25,8305,Winfridah Moraa MOSETI,10-Feb-96,KEN,2,,Hamburg (GER),1228,0.325,2024.325
2024,1-Jan,1-Dec-24,Marathon,20,2:18:26,8306,Stella CHESANG,1-Dec-96,UGA,2,,Valencia (ESP),1227,0.916666667,2024.916667
2024,1-Jan,1-Dec-24,Marathon,21,2:18:35,8315,Tiruye MESFIN,11-Sep-02,ETH,3,,Valencia (ESP),1226,0.916666667,2024.916667
2024,1-Jan,29-Sep-24,Marathon,22,2:18:48,8328,Mestawut FIKIR,2-Mar-00,ETH,2,,Berlin (GER),1224,0.744444444,2024.744444
2024,1-Jan,28-Jan-24,Marathon,23,2:18:51,8331,Workenesh EDESA,11-Sep-92,ETH,1,,Osaka (JPN),1223,0.075,2024.075
2024,1-Jan,27-Oct-24,Marathon,24,2:18:58,8338,Magdalyne MASAI,21-Nov-93,KEN,2,,Frankfurt (GER),1222,0.822222222,2024.822222
2024,1-Jan,28-Jan-24,Marathon,25,2:18:59,8339,Honami MAEDA,17-Jul-96,JPN,2,,Osaka (JPN),1222,0.075,2024.075
2024,1-Jan,29-Sep-24,Marathon,26,2:19:00,8340,Bosena MULATIE,21-Nov-01,ETH,3,,Berlin (GER),1222,0.744444444,2024.744444
2024,1-Jan,21-Apr-24,Marathon,27,2:19:02,8342,Brigid KOSGEI,20-Feb-94,KEN,5,,London (GBR),1222,0.305555556,2024.305556
2024,1-Jan,3-Mar-24,Marathon,28,2:19:17,8357,Betsy SAINA,30-Jun-88,USA,5,,Tokyo (JPN),1219,0.172222222,2024.172222
2024,1-Jan,7-Jan-24,Marathon,29,2:19:29,8369,Dera DIDA,26-Oct-96,ETH,3,,Dubai (UAE),1217,0.016666667,2024.016667
2024,1-Jan,20-Oct-24,Marathon,29,2:19:29,8369,Haven Hailu DESSE,10-Sep-98,ETH,2,,Amsterdam (NED),1217,0.802777778,2024.802778
2024,1-Jan,14-Apr-24,Marathon,31,2:19:30,8370,Ashete BEKERE,17-Apr-88,ETH,1,,Rotterdam (NED),1217,0.286111111,2024.286111
2024,1-Jan,21-Apr-24,Marathon,32,2:19:31,8371,Sheila CHEPKIRUI,27-Dec-90,KEN,6,,London (GBR),1217,0.305555556,2024.305556
2024,1-Jan,14-Jan-24,Marathon,33,2:19:33,8373,Rahma TUSA,14-Sep-93,ETH,1,,"Houston, TX (USA)",1217,0.036111111,2024.036111
2024,1-Jan,10-Mar-24,Marathon,34,2:19:52,8392,Degitu AZIMERAW,24-Jan-99,ETH,1,,Barcelona (ESP),1214,0.191666667,2024.191667
2024,1-Jan,14-Jan-24,Marathon,35,2:19:55,8395,Vicoty CHEPNGENO,12-Nov-93,KEN,2,,"Houston, TX (USA)",1213,0.036111111,2024.036111
2024,1-Jan,20-Oct-24,Marathon,36,2:20:17,8417,Joyce Chepkemoi TELE,3-May-95,KEN,1,,Ljubljana (SLO),1210,0.802777778,2024.802778
2024,1-Jan,29-Sep-24,Marathon,37,2:20:20,8420,Aberu AYANA,17-Sep-00,ETH,4,,Berlin (GER),1209,0.744444444,2024.744444
2024,1-Jan,13-Oct-24,Marathon,38,2:20:22,8422,Buze DIRIBA,9-Feb-94,ETH,4,,"Chicago, IL (USA)",1209,0.783333333,2024.783333
2024,1-Jan,20-Oct-24,Marathon,39,2:20:27,8427,Winfridah Moraa MOSETI,10-Feb-96,KEN,3,,Amsterdam (NED),1208,0.802777778,2024.802778
2024,1-Jan,20-Oct-24,Marathon,40,2:20:30,8430,Gladys CHESIR,20-Feb-93,KEN,4,,Amsterdam (NED),1207,0.802777778,2024.802778
2024,1-Jan,29-Sep-24,Marathon,41,2:20:31,8431,Ai HOSODA,27-Nov-95,JPN,5,,Berlin (GER),1207,0.744444444,2024.744444
2024,1-Jan,1-Dec-24,Marathon,42,2:20:33,8433,Evaline CHIRCHIR,2-Feb-98,KEN,4,,Valencia (ESP),1207,0.916666667,2024.916667
2024,1-Jan,14-Dec-24,Marathon,43,2:20:34,8434,Catherine Reline AMANANG'OLE,5-Oct-02,KEN,1,,Abu Dhabi (UAE),1207,0.952777778,2024.952778
2024,1-Jan,29-Sep-24,Marathon,44,2:20:42,8442,Mizuki MATSUDA,31-May-95,JPN,6,,Berlin (GER),1205,0.744444444,2024.744444
2024,1-Jan,20-Oct-24,Marathon,45,2:20:44,8444,Waganesh MEKASHA,16-Jan-92,ETH,1,,Toronto (CAN),1205,0.802777778,2024.802778
2024,1-Jan,7-Apr-24,Marathon,46,2:20:45,8445,Mestawut FIKIR,2-Mar-00,ETH,1,,Paris (FRA),1205,0.266666667,2024.266667
2024,1-Jan,7-Apr-24,Marathon,47,2:20:48,8448,Enatnesh Alamrew TIRUSEW,4-Oct-95,ETH,2,,Paris (FRA),1205,0.266666667,2024.266667
2024,1-Jan,13-Oct-24,Marathon,48,2:20:51,8451,Joyciline JEPKOSGEI,28-Dec-93,KEN,5,,"Chicago, IL (USA)",1204,0.783333333,2024.783333
2024,1-Jan,13-Oct-24,Marathon,49,2:20:52,8452,Degitu AZIMERAW,24-Jan-99,ETH,6,,"Chicago, IL (USA)",1204,0.783333333,2024.783333
2024,1-Jan,14-Apr-24,Marathon,50,2:20:57,8457,Viola Jelagat KIBIWOT,22-Dec-83,KEN,2,,Rotterdam (NED),1203,0.286111111,2024.286111
2024,1-Jan,20-Oct-24,Marathon,51,2:20:59,8459,Gadise MULU,14-Nov-97,ETH,2,,Ljubljana (SLO),1203,0.802777778,2024.802778
2024,1-Jan,7-Apr-24,Marathon,52,2:21:07,8467,Ruti AGA,16-Jan-94,ETH,1,,Daegu (KOR),1201,0.266666667,2024.266667
2024,1-Jan,6-Oct-24,Marathon,53,2:21:08,8468,Rebbeca Sirwanei TANUI,16-Jun-92,KEN,1,,Košice (SVK),1201,0.763888889,2024.763889
2024,1-Jan,20-Oct-24,Marathon,54,2:21:09,8469,Bedatu HIRPA,28-Apr-99,ETH,5,,Amsterdam (NED),1201,0.802777778,2024.802778
2024,1-Jan,10-Mar-24,Marathon,55,2:21:18,8478,Yuka ANDO,16-Mar-94,JPN,1,,Nagoya (JPN),1200,0.191666667,2024.191667
2024,1-Jan,28-Apr-24,Marathon,56,2:21:19,8479,Gotytom GEBRESLASE,15-Jan-95,ETH,3,,Hamburg (GER),1200,0.325,2024.325
2024,1-Jan,29-Sep-24,Marathon,57,2:21:24,8484,Calli HAUGER-THACKERY,9-Jan-93,GBR,7,,Berlin (GER),1199,0.744444444,2024.744444
2024,1-Jan,20-Oct-24,Marathon,57,2:21:24,8484,Aminet AHMED,11-Feb-00,ETH,6,,Amsterdam (NED),1199,0.802777778,2024.802778
2024,1-Jan,10-Mar-24,Marathon,59,2:21:25,8485,Eunice Chebichii CHUMBA,23-May-93,BRN,2,,Nagoya (JPN),1199,0.191666667,2024.191667
2024,1-Jan,20-Oct-24,Marathon,60,2:21:26,8486,Roza DEREJE,9-May-97,ETH,2,,Toronto (CAN),1198,0.802777778,2024.802778
2024,1-Jan,24-Mar-24,Marathon,61,2:21:27,8487,Jackline SAKILU,28-Dec-86,TAN,1,,Chongqing (CHN),1198,0.230555556,2024.230556
2024,1-Jan,17-Mar-24,Marathon,62,2:21:32,8492,Fikrte WERETA,21-Sep-00,ETH,1,,Seoul (KOR),1197,0.211111111,2024.211111
2024,1-Jan,7-Apr-24,Marathon,62,2:21:32,8492,Angela TANUI,27-Jul-92,KEN,2,,Daegu (KOR),1197,0.266666667,2024.266667
2024,1-Jan,10-Mar-24,Marathon,64,2:21:33,8493,Ayuko SUZUKI,8-Oct-91,JPN,3,,Nagoya (JPN),1197,0.191666667,2024.191667
2024,1-Jan,10-Mar-24,Marathon,65,2:21:35,8495,Shuko GENEMO,13-Sep-95,ETH,2,,Barcelona (ESP),1197,0.191666667,2024.191667
2024,1-Jan,29-Sep-24,Marathon,66,2:21:39,8499,Yebrgual MELESE,18-Apr-90,ETH,8,,Berlin (GER),1196,0.744444444,2024.744444
2024,1-Jan,28-Apr-24,Marathon,67,2:21:40,8500,Jackline CHERONO,25-Jun-98,KEN,4,,Hamburg (GER),1196,0.325,2024.325
2024,1-Jan,6-Oct-24,Marathon,67,2:21:40,8500,Jackline CHERONO,25-Jun-98,KEN,2,,Košice (SVK),1196,0.763888889,2024.763889
2024,1-Jan,1-Dec-24,Marathon,69,2:21:43,8503,Majida MAAYOUF,27-Apr-89,ESP,5,,Valencia (ESP),1196,0.916666667,2024.916667
2024,1-Jan,7-Apr-24,Marathon,70,2:21:46,8506,Vivian Jepkemei CHERUIYOT,11-Sep-83,KEN,3,,Paris (FRA),1195,0.266666667,2024.266667
2024,1-Jan,7-Jan-24,Marathon,71,2:21:47,8507,Melat Yisak KEJETA,27-Sep-92,GER,4,,Dubai (UAE),1195,0.016666667,2024.016667
2024,1-Jan,3-Mar-24,Marathon,72,2:21:50,8510,Hitomi NIIYA,26-Feb-88,JPN,6,,Tokyo (JPN),1195,0.172222222,2024.172222
2024,1-Jan,20-Oct-24,Marathon,72,2:21:50,8510,Afera GODFAY,25-Sep-91,ETH,3,,Toronto (CAN),1195,0.802777778,2024.802778
2024,1-Jan,7-Jan-24,Marathon,74,2:21:53,8513,Amid Fozya JEMAL,11-Sep-98,ETH,5,,Dubai (UAE),1194,0.016666667,2024.016667
2024,1-Jan,1-Dec-24,Marathon,75,2:21:54,8514,Chimdesa KUMSA,16-Sep-95,ETH,6,,Valencia (ESP),1194,0.916666667,2024.916667
2024,1-Jan,7-Jan-24,Marathon,76,2:21:55,8515,Shitaye ESHETE,21-May-90,BRN,6,,Dubai (UAE),1194,0.016666667,2024.016667
2024,1-Jan,13-Oct-24,Marathon,77,2:21:56,8516,Susanna SULLIVAN,13-May-90,USA,7,,"Chicago, IL (USA)",1194,0.783333333,2024.783333
2024,1-Jan,3-Nov-24,Marathon,77,2:21:56,8516,Vicoty CHEPNGENO,12-Nov-93,KEN,1,,Beijing (CHN),1194,0.838888889,2024.838889
2024,1-Jan,20-Oct-24,Marathon,79,2:22:00,8520,Meseret ABEBAYAHAU,28-Jun-98,ETH,1,,Dongying (CHN),1193,0.802777778,2024.802778
2024,1-Jan,3-Feb-24,Marathon,80,2:22:10,8530,Fiona O'KEEFFE,24-May-98,USA,1,,"Orlando, FL (USA)",1191,0.088888889,2024.088889
2024,1-Jan,10-Mar-24,Marathon,81,2:22:11,8531,Rika KASEDA,2-Mar-99,JPN,4,,Nagoya (JPN),1191,0.191666667,2024.191667
2024,1-Jan,7-Apr-24,Marathon,81,2:22:11,8531,Evaline CHIRCHIR,2-Feb-98,KEN,3,,Daegu (KOR),1191,0.266666667,2024.266667
2024,1-Jan,18-Feb-24,Marathon,83,2:22:13,8533,Azmera GEBRU,31-Oct-95,ETH,1,,Sevilla (ESP),1191,0.130555556,2024.130556
2024,1-Jan,17-Mar-24,Marathon,84,2:22:19,8539,Desi Jisa MOKONIN,12-Jul-97,BRN,2,,Seoul (KOR),1190,0.211111111,2024.211111
2024,1-Jan,20-Oct-24,Marathon,85,2:22:21,8541,Ivyne JERUTO,28-Feb-93,KEN,7,,Amsterdam (NED),1190,0.802777778,2024.802778
2024,1-Jan,20-Oct-24,Marathon,86,2:22:22,8542,Glenrose XABA,31-Dec-94,RSA,1,,Cape Town (RSA),1189,0.802777778,2024.802778
2024,1-Jan,7-Jan-24,Marathon,87,2:22:23,8543,Atalel ANMUT,15-Dec-99,ETH,7,,Dubai (UAE),1189,0.016666667,2024.016667
2024,1-Jan,20-Oct-24,Marathon,88,2:22:31,8551,Desi Jisa MOKONIN,12-Jul-97,BRN,8,,Amsterdam (NED),1188,0.802777778,2024.802778
2024,1-Jan,1-Dec-24,Marathon,88,2:22:31,8551,Laura LUENGO,18-Aug-97,ESP,7,,Valencia (ESP),1188,0.916666667,2024.916667
2024,1-Jan,20-Oct-24,Marathon,90,2:22:36,8556,Mare DIBABA,20-Oct-89,ETH,2,,Cape Town (RSA),1187,0.802777778,2024.802778
2024,1-Jan,27-Oct-24,Marathon,91,2:22:37,8557,Shuko GENEMO,13-Sep-95,ETH,3,,Frankfurt (GER),1187,0.822222222,2024.822222
2024,1-Jan,3-Feb-24,Marathon,92,2:22:42,8562,Emily SISSON,12-Oct-91,USA,2,,"Orlando, FL (USA)",1186,0.088888889,2024.088889
2024,1-Jan,27-Oct-24,Marathon,92,2:22:42,8562,Catherine CHEROTICH,17-Oct-94,KEN,4,,Frankfurt (GER),1186,0.822222222,2024.822222
2024,1-Jan,14-Apr-24,Marathon,94,2:22:46,8566,Selly Chepyego KAPTICH,3-Oct-85,KEN,3,,Rotterdam (NED),1186,0.286111111,2024.286111
2024,1-Jan,20-Oct-24,Marathon,95,2:22:49,8569,Pascalia JEPKOGEI,19-Nov-01,KEN,3,,Cape Town (RSA),1185,0.802777778,2024.802778
2024,1-Jan,18-Feb-24,Marathon,96,2:22:51,8571,Magdalyne MASAI,21-Nov-93,KEN,2,,Sevilla (ESP),1185,0.130555556,2024.130556
2024,1-Jan,17-Mar-24,Marathon,97,2:22:52,8572,Visiline JEPKESHO,30-Dec-89,KEN,3,,Seoul (KOR),1185,0.211111111,2024.211111
2024,1-Jan,27-Oct-24,Marathon,98,2:22:53,8573,Agnes KEINO,17-Jan-88,KEN,5,,Frankfurt (GER),1184,0.822222222,2024.822222
2024,1-Jan,7-Jan-24,Marathon,99,2:22:54,8574,Bekelech GUDETA,11-Oct-97,ETH,1,,Xiamen (CHN),1184,0.016666667,2024.016667
2024,1-Jan,11-Aug-24,Marathon,100,2:22:55,8575,Sifan HASSAN,1-Jan-93,NED,1,,"Stade de France, Paris (FRA)",1184,0.611111111,2024.611111
2023,1-Jan,24-Sep-23,Marathon,1,2:11:53,7913,Tigst ASSEFA,3-Dec-96,ETH,1,,Berlin (GER),1292,0.730555556,2023.730556
2023,1-Jan,8-Oct-23,Marathon,2,2:13:44,8024,Sifan HASSAN,1-Jan-93,NED,1,,"Chicago, IL (USA)",1274,0.769444444,2023.769444
2023,1-Jan,8-Oct-23,Marathon,3,2:15:37,8137,Ruth CHEPNGETICH,8-Aug-94,KEN,2,,"Chicago, IL (USA)",1255,0.769444444,2023.769444
2023,1-Jan,3-Dec-23,Marathon,4,2:15:51,8151,Worknesh DEGEFA,28-Oct-90,ETH,1,,Valencia (ESP),1253,0.922222222,2023.922222
2023,1-Jan,3-Dec-23,Marathon,5,2:16:22,8182,Almaz AYANA,21-Nov-91,ETH,2,,Valencia (ESP),1248,0.922222222,2023.922222
2023,1-Jan,5-Mar-23,Marathon,6,2:16:28,8188,Rosemary WANJIRU,9-Dec-94,KEN,1,,Tokyo (JPN),1247,0.177777778,2023.177778
2023,1-Jan,8-Oct-23,Marathon,7,2:17:09,8229,Megertu ALEMU,12-Oct-97,ETH,3,,"Chicago, IL (USA)",1240,0.769444444,2023.769444
2023,1-Jan,8-Oct-23,Marathon,8,2:17:23,8243,Joyciline JEPKOSGEI,28-Dec-93,KEN,4,,"Chicago, IL (USA)",1238,0.769444444,2023.769444
2023,1-Jan,24-Sep-23,Marathon,9,2:17:49,8269,Sheila CHEPKIRUI,27-Dec-90,KEN,2,,Berlin (GER),1234,0.730555556,2023.730556
2023,1-Jan,3-Dec-23,Marathon,10,2:17:59,8279,Hiwot GEBREKIDAN,11-May-95,ETH,3,,Valencia (ESP),1232,0.922222222,2023.922222
2023,1-Jan,12-Mar-23,Marathon,11,2:18:08,8288,Ruth CHEPNGETICH,8-Aug-94,KEN,1,,Nagoya (JPN),1230,0.197222222,2023.197222
2023,1-Jan,22-Oct-23,Marathon,12,2:18:09,8289,Ruti AGA,16-Jan-94,ETH,1,,Dongying (CHN),1230,0.808333333,2023.808333
2023,1-Jan,15-Oct-23,Marathon,13,2:18:21,8301,Meseret BELETE,16-Sep-99,ETH,1,,Amsterdam (NED),1228,0.788888889,2023.788889
2023,1-Jan,23-Apr-23,Marathon,14,2:18:33,8313,Sifan HASSAN,1-Jan-93,NED,1,,London (GBR),1226,0.311111111,2023.311111
2023,1-Jan,23-Apr-23,Marathon,15,2:18:37,8317,Megertu ALEMU,12-Oct-97,ETH,2,,London (GBR),1226,0.311111111,2023.311111
2023,1-Jan,23-Apr-23,Marathon,16,2:18:38,8318,Peres JEPCHIRCHIR,27-Sep-93,KEN,3,,London (GBR),1226,0.311111111,2023.311111
2023,1-Jan,24-Sep-23,Marathon,17,2:18:41,8321,Magdalena SHAURI,25-Feb-96,TAN,3,,Berlin (GER),1225,0.730555556,2023.730556
2023,1-Jan,23-Apr-23,Marathon,18,2:18:51,8331,Sheila CHEPKIRUI,27-Dec-90,KEN,4,,London (GBR),1223,0.311111111,2023.311111
2023,1-Jan,23-Apr-23,Marathon,19,2:18:53,8333,Yalemzerf YEHUALAW,3-Aug-99,ETH,5,,London (GBR),1223,0.311111111,2023.311111
2023,1-Jan,24-Sep-23,Marathon,20,2:19:07,8347,Zeineba YIMER,17-Jun-98,ETH,4,,Berlin (GER),1221,0.730555556,2023.730556
2023,1-Jan,5-Mar-23,Marathon,21,2:19:11,8351,Ashete BEKERE,17-Apr-88,ETH,2,,Tokyo (JPN),1220,0.177777778,2023.177778
2023,1-Jan,16-Dec-23,Marathon,22,2:19:15,8355,Brigid KOSGEI,20-Feb-94,KEN,1,,Abu Dhabi (UAE),1220,0.958333333,2023.958333
2023,1-Jan,24-Sep-23,Marathon,23,2:19:21,8361,Senbere TEFERI,3-May-95,ETH,5,,Berlin (GER),1219,0.730555556,2023.730556
2023,1-Jan,15-Jan-23,Marathon,24,2:19:24,8364,Hitomi NIIYA,26-Feb-88,JPN,1,,"Houston, TX (USA)",1218,0.038888889,2023.038889
2023,1-Jan,24-Sep-23,Marathon,24,2:19:24,8364,Dera DIDA,26-Oct-96,ETH,6,,Berlin (GER),1218,0.730555556,2023.730556
2023,1-Jan,29-Oct-23,Marathon,26,2:19:27,8367,Buzunesh GETACHEW,18-Apr-97,ETH,1,,Frankfurt (GER),1218,0.827777778,2023.827778
2023,1-Jan,24-Sep-23,Marathon,27,2:19:40,8380,Workenesh EDESA,11-Sep-92,ETH,7,,Berlin (GER),1215,0.730555556,2023.730556
2023,1-Jan,19-Mar-23,Marathon,28,2:19:44,8384,Zeineba YIMER,17-Jun-98,ETH,1,,Barcelona (ESP),1215,0.216666667,2023.216667
2023,1-Jan,24-Sep-23,Marathon,28,2:19:44,8384,Helen BEKELE,21-Nov-94,ETH,8,,Berlin (GER),1215,0.730555556,2023.730556
2023,1-Jan,15-Oct-23,Marathon,30,2:19:50,8390,Meseret ABEBAYAHAU,28-Jun-98,ETH,2,,Amsterdam (NED),1214,0.788888889,2023.788889
2023,1-Jan,15-Oct-23,Marathon,31,2:20:02,8402,Dorcas Jepchirchir TUITOEK,31-Jan-98,KEN,3,,Amsterdam (NED),1212,0.788888889,2023.788889
2023,1-Jan,19-Mar-23,Marathon,32,2:20:03,8403,Selly Chepyego KAPTICH,3-Oct-85,KEN,2,,Barcelona (ESP),1212,0.216666667,2023.216667
2023,1-Jan,8-Oct-23,Marathon,33,2:20:04,8404,Tadu TESHOME,9-Jun-01,ETH,5,,"Chicago, IL (USA)",1212,0.769444444,2023.769444
2023,1-Jan,23-Apr-23,Marathon,34,2:20:09,8409,Dorcas Jepchirchir TUITOEK,31-Jan-98,KEN,1,,Hamburg (GER),1211,0.311111111,2023.311111
2023,1-Jan,5-Mar-23,Marathon,35,2:20:13,8413,Workenesh EDESA,11-Sep-92,ETH,3,,Tokyo (JPN),1210,0.177777778,2023.177778
2023,1-Jan,23-Apr-23,Marathon,36,2:20:18,8418,Tiruye MESFIN,11-Sep-02,ETH,2,,Hamburg (GER),1209,0.311111111,2023.311111
2023,1-Jan,23-Apr-23,Marathon,37,2:20:23,8423,Stella CHESANG,1-Dec-96,UGA,3,,Hamburg (GER),1209,0.311111111,2023.311111
2023,1-Jan,19-Feb-23,Marathon,38,2:20:29,8429,Jackline CHELAL,1992,KEN,1,,Sevilla (ESP),1208,0.133333333,2023.133333
2023,1-Jan,16-Apr-23,Marathon,39,2:20:31,8431,Eunice Chebichii CHUMBA,23-May-93,BRN,1,,Rotterdam (NED),1207,0.291666667,2023.291667
2023,1-Jan,23-Apr-23,Marathon,40,2:20:41,8441,Judith Jeptum KORIR,12-Dec-95,KEN,6,,London (GBR),1206,0.311111111,2023.311111
2023,1-Jan,7-May-23,Marathon,41,2:20:42,8442,Workenesh EDESA,11-Sep-92,ETH,1,,Praha (CZE),1205,0.35,2023.35
2023,1-Jan,23-Apr-23,Marathon,42,2:20:44,8444,Almaz AYANA,21-Nov-91,ETH,7,,London (GBR),1205,0.311111111,2023.311111
2023,1-Jan,20-Jan-23,Marathon,43,2:20:46,8446,Meseret BELETE,16-Sep-99,ETH,1,,Doha (QAT),1205,0.052777778,2023.052778
2023,1-Jan,20-Jan-23,Marathon,44,2:20:47,8447,Desi Jisa MOKONIN,12-Jul-97,BRN,2,,Doha (QAT),1205,0.052777778,2023.052778
2023,1-Jan,29-Oct-23,Marathon,45,2:20:55,8455,Winfridah Moraa MOSETI,10-Feb-96,KEN,2,,Frankfurt (GER),1203,0.827777778,2023.827778
2023,1-Jan,22-Oct-23,Marathon,46,2:21:05,8465,Zinah SENBETA,30-Sep-98,ETH,1,,Ljubljana (SLO),1202,0.808333333,2023.808333
2023,1-Jan,12-Feb-23,Marathon,47,2:21:11,8471,Dera DIDA,26-Oct-96,ETH,1,,Dubai (UAE),1201,0.113888889,2023.113889
2023,1-Jan,29-Jan-23,Marathon,48,2:21:13,8473,Haven Hailu DESSE,10-Sep-98,ETH,1,,Osaka (JPN),1200,0.077777778,2023.077778
2023,1-Jan,12-Feb-23,Marathon,49,2:21:24,8484,Ruti AGA,16-Jan-94,ETH,2,,Dubai (UAE),1199,0.113888889,2023.113889
2023,1-Jan,3-Dec-23,Marathon,50,2:21:27,8487,Majida MAAYOUF,27-Apr-89,ESP,4,,Valencia (ESP),1198,0.922222222,2023.922222
2023,1-Jan,3-Dec-23,Marathon,50,2:21:27,8487,Sultan HAYDAR,23-Jun-87,TUR,5,,Valencia (ESP),1198,0.922222222,2023.922222
2023,1-Jan,26-Nov-23,Marathon,52,2:21:28,8488,Siranesh YIRGA,11-Sep-00,ETH,1,,Shanghai (CHN),1198,0.902777778,2023.902778
2023,1-Jan,23-Apr-23,Marathon,53,2:21:31,8491,Tadu TESHOME,9-Jun-01,ETH,8,,London (GBR),1198,0.311111111,2023.311111
2023,1-Jan,16-Apr-23,Marathon,54,2:21:35,8495,Dolshi TESFU,17-Jun-99,ERI,2,,Rotterdam (NED),1197,0.291666667,2023.291667
2023,1-Jan,5-Mar-23,Marathon,55,2:21:40,8500,Betsy SAINA,30-Jun-88,USA,4,,Tokyo (JPN),1196,0.177777778,2023.177778
2023,1-Jan,5-Mar-23,Marathon,56,2:21:44,8504,Mizuki MATSUDA,31-May-95,JPN,5,,Tokyo (JPN),1195,0.177777778,2023.177778
2023,1-Jan,8-Oct-23,Marathon,57,2:21:47,8507,Genzebe DIBABA,8-Feb-91,ETH,6,,"Chicago, IL (USA)",1195,0.769444444,2023.769444
2023,1-Jan,15-Oct-23,Marathon,58,2:21:51,8511,Ashete BEKERE,17-Apr-88,ETH,4,,Amsterdam (NED),1194,0.788888889,2023.788889
2023,1-Jan,12-Mar-23,Marathon,59,2:21:52,8512,Ayuko SUZUKI,8-Oct-91,JPN,2,,Nagoya (JPN),1194,0.197222222,2023.197222
2023,1-Jan,19-Feb-23,Marathon,60,2:21:54,8514,Aberu AYANA,17-Sep-00,ETH,2,,Sevilla (ESP),1194,0.133333333,2023.133333
2023,1-Jan,26-Nov-23,Marathon,61,2:21:55,8515,Selly Chepyego KAPTICH,3-Oct-85,KEN,2,,Shanghai (CHN),1194,0.902777778,2023.902778
2023,1-Jan,29-Oct-23,Marathon,62,2:21:57,8517,Vibian CHEPKURUI,5-Jun-94,KEN,1,,Beijing (CHN),1193,0.827777778,2023.827778
2023,1-Jan,12-Feb-23,Marathon,63,2:21:59,8519,Siranesh YIRGA,11-Sep-00,ETH,3,,Dubai (UAE),1193,0.113888889,2023.113889
2023,1-Jan,15-Oct-23,Marathon,64,2:22:07,8527,Tiruye MESFIN,11-Sep-02,ETH,5,,Amsterdam (NED),1192,0.788888889,2023.788889
2023,1-Jan,29-Oct-23,Marathon,64,2:22:07,8527,Sharon CHELIMO,27-Jul-94,KEN,3,,Frankfurt (GER),1192,0.827777778,2023.827778
2023,1-Jan,3-Dec-23,Marathon,64,2:22:07,8527,Fikrte WERETA,21-Sep-00,ETH,1,,Shenzhen (CHN),1192,0.922222222,2023.922222
